id,natural_cidade_campus,qtd_periodos_cursados,genero,cor
2658,S,3,F,Branca
2661,N,1,F,Branca
2662,S,4,F,Branca
2663,N,1,F,Branca
2664,N,4,F,Branca
2669,N,1,M,Branca
2670,N,2,F,Parda
2673,N,2,F,Branca
2674,N,10,M,Branca
2678,N,4,M,Branca
2679,N,2,M,Parda
2680,N,8,M,Parda
2681,N,2,M,Parda
2682,N,1,M,Branca
2684,N,4,M,Branca
2690,N,4,M,Parda
2691,N,5,M,Branca
2694,N,1,M,Parda
2695,S,2,M,Branca
2696,N,6,M,Preta
2699,N,3,M,Branca
2700,N,9,M,Parda
2705,N,2,M,Branca
2707,N,6,M,Branca
2708,N,2,M,Branca
2709,N,1,M,Parda
2711,S,1,M,Branca
2716,N,2,F,Preta
2717,N,5,F,Branca
2719,N,3,F,Branca
2721,N,6,F,Branca
2724,N,2,F,Branca
2728,N,8,F,Branca
2730,N,6,F,Branca
2731,N,2,F,Branca
2732,N,6,M,Parda
2733,N,4,M,Branca
2734,S,4,M,Branca
2736,N,2,M,Branca
2740,N,2,F,Branca
2743,N,8,M,Preta
2744,N,4,F,Branca
2751,N,1,M,Branca
2752,N,8,F,Branca
2755,S,1,F,Branca
2756,N,10,M,Branca
2757,N,1,M,Branca
2759,N,1,F,Branca
2761,N,2,F,Branca
2764,N,1,F,Branca
2766,N,4,F,Branca
2768,N,1,F,Branca
2769,N,2,M,Branca
2774,N,6,F,Branca
2776,S,1,F,Parda
2781,N,2,F,Branca
2783,N,1,F,Branca
2784,S,7,F,Parda
2786,N,9,F,Parda
2787,S,8,F,Branca
2790,S,2,F,Branca
2791,N,2,F,Branca
2796,N,8,M,Parda
2798,S,2,F,Parda
2800,N,2,F,Branca
2802,N,8,F,Branca
2805,S,1,F,Branca
2813,N,4,M,Branca
2820,N,2,F,Branca
2821,N,2,F,Branca
2830,N,2,M,Branca
2831,N,3,M,Parda
2832,N,4,M,Parda
2834,N,8,F,Branca
2835,N,4,F,Branca
2837,N,4,F,Branca
2839,N,1,F,Branca
2841,N,6,M,Parda
2844,N,9,F,Branca
2845,N,4,F,Parda
2847,S,2,M,Branca
2848,N,2,F,Branca
2850,N,1,M,Amarela
2851,N,8,M,Branca
2855,N,2,M,Branca
2860,N,2,M,Branca
2864,N,4,M,Branca
2869,N,1,M,Branca
2871,N,3,M,Branca
2873,N,10,M,Parda
2874,S,8,M,Branca
2880,S,4,M,Branca
2881,N,4,M,Branca
2884,N,2,M,Branca
2885,S,6,M,Parda
2886,N,2,M,Branca
2888,N,1,M,Parda
2889,S,10,F,Branca
2891,N,6,F,Branca
2892,N,8,M,Branca
2897,S,10,M,Branca
2898,N,6,M,Parda
2903,N,1,M,Branca
2905,N,2,M,Branca
2914,N,1,M,Branca
2915,N,4,M,Branca
2916,S,1,F,Branca
2917,N,8,F,Branca
2918,N,10,F,Parda
2919,N,2,F,Branca
2920,N,2,F,Branca
2922,S,3,F,Preta
2923,N,10,F,Branca
2928,S,1,F,Parda
2931,S,1,F,Branca
2932,S,10,F,Branca
2933,N,2,M,Branca
2938,S,7,M,Branca
2940,S,2,M,Branca
2948,S,1,F,Parda
2949,N,1,F,Branca
2954,N,4,M,Branca
2956,N,1,F,Branca
2958,S,2,F,Branca
2961,S,2,F,Parda
2963,S,8,M,Branca
2964,S,1,F,Parda
2965,N,6,F,Parda
2967,N,10,F,Branca
2969,S,6,M,Parda
2973,N,2,M,Parda
2978,S,8,F,Preta
2984,N,1,F,Branca
2992,S,2,M,Branca
2995,S,4,F,Branca
2998,N,8,M,Parda
3006,N,6,F,Branca
3008,N,8,F,Branca
3010,N,2,M,Branca
3011,N,6,M,Parda
3014,N,5,M,Branca
3015,S,2,M,Parda
3016,N,1,M,Branca
3017,N,4,M,Branca
3018,N,6,M,Branca
3023,N,1,F,Branca
3024,N,4,M,Branca
3028,N,4,M,Parda
3029,N,1,M,Branca
3031,N,6,M,Parda
3032,N,2,M,Branca
3036,N,6,F,Parda
3039,S,5,F,Branca
3042,N,2,F,Branca
3045,N,6,F,Branca
3046,N,4,F,Preta
3048,N,2,M,Branca
3049,N,1,M,Branca
3052,N,1,F,Parda
3053,S,2,F,Branca
3055,N,2,F,Branca
3056,S,6,F,Branca
3058,N,4,F,Parda
3059,N,8,M,Branca
3060,S,1,M,Parda
3063,N,1,M,Preta
3067,N,1,F,Parda
3068,N,8,F,Branca
3069,N,3,M,Branca
3070,N,3,F,Parda
3071,N,9,F,Parda
3072,N,3,F,Branca
3076,N,4,F,Branca
3077,N,1,F,Branca
3084,N,10,M,Parda
3086,N,1,F,Branca
3087,S,8,F,Branca
3094,S,9,M,Branca
3095,S,2,F,Branca
3096,N,4,F,Branca
3098,S,1,M,Preta
3100,S,6,F,Parda
3101,S,10,F,Branca
3102,N,1,F,Branca
3104,S,2,F,Branca
3105,N,8,F,Parda
3108,N,2,F,Preta
3109,N,4,F,Parda
3111,N,1,F,Branca
3114,S,2,F,Parda
3115,N,2,F,Branca
3120,N,4,F,Branca
3121,N,2,F,Parda
3127,S,1,M,Branca
3130,S,2,F,Branca
3133,N,1,F,Preta
3143,N,3,F,Preta
3144,N,2,F,Branca
3148,S,4,M,Parda
3150,N,2,F,Parda
3156,N,3,F,Parda
3160,S,6,M,Branca
3163,N,6,F,Branca
3166,N,2,F,Branca
3167,S,6,M,Parda
3168,S,2,M,Branca
3170,N,4,F,Branca
3171,S,2,F,Branca
3174,S,2,M,Parda
3175,S,8,F,Parda
3178,S,1,M,Branca
3182,N,2,M,Branca
3184,N,6,M,Parda
3185,N,2,M,Branca
3188,N,1,M,Branca
3190,S,2,F,Branca
3194,S,1,F,Branca
3195,N,1,M,Branca
3196,N,2,M,Preta
3200,N,8,M,Branca
3202,N,10,M,Branca
3206,N,2,F,Branca
3208,S,2,F,Parda
3214,N,10,F,Parda
3218,S,1,F,Parda
3219,S,6,F,Branca
3223,S,10,F,Branca
3226,N,10,F,Branca
3228,N,2,M,Preta
3229,S,5,M,Preta
3232,N,9,M,Parda
3234,N,1,M,Branca
3235,N,1,M,Parda
3237,N,2,M,Parda
3238,N,10,M,Branca
3239,N,1,M,Preta
3243,N,2,M,Branca
3245,N,3,M,Parda
3246,N,4,M,Branca
3248,S,2,M,Parda
3249,N,5,M,Branca
3250,N,2,M,Branca
3252,N,8,M,Parda
3255,N,3,M,Branca
3257,N,2,M,Branca
3258,S,1,M,Parda
3259,N,2,M,Branca
3262,S,8,M,Parda
3263,N,4,M,Branca
3264,N,4,M,Parda
3266,N,4,F,Parda
3268,S,2,M,Branca
3269,N,1,M,Parda
3276,N,1,M,Parda
3277,S,2,M,Branca
3282,S,2,F,Branca
3283,S,9,F,Branca
3293,N,2,M,Branca
3294,S,6,M,Parda
3296,N,2,F,Branca
3299,N,1,M,Branca
3303,N,2,M,Branca
3304,S,4,M,Branca
3308,N,4,M,Parda
3312,S,1,M,Parda
3317,N,1,M,Branca
3318,N,8,M,Parda
3321,S,8,M,Parda
3323,N,1,F,Branca
3327,N,1,F,Branca
3328,N,6,M,Branca
3329,N,6,F,Branca
3331,N,1,F,Branca
3332,S,1,F,Branca
3334,N,1,F,Branca
3335,N,10,F,Branca
3342,N,1,M,Branca
3343,N,8,M,Preta
3344,N,1,M,Branca
3346,N,1,M,Parda
3348,N,4,M,Parda
3349,N,4,M,Parda
3350,N,1,M,Parda
3351,S,3,M,Parda
3352,S,5,M,Parda
3353,S,6,M,Preta
3354,N,8,M,Parda
3355,N,4,F,Branca
3357,N,1,M,Branca
3358,N,4,M,Parda
3359,N,1,M,Branca
3362,N,5,M,Branca
3363,N,2,M,Branca
3364,N,11,M,Parda
3365,S,5,M,Parda
3368,N,3,M,Preta
3370,N,1,F,Branca
3373,N,11,M,Branca
3376,N,4,M,Parda
3380,N,3,M,Branca
3382,N,3,M,Parda
3384,N,5,M,Parda
3385,N,5,M,Branca
3388,N,6,M,Branca
3390,N,11,M,Branca
3392,S,4,F,Preta
3393,N,1,F,Branca
3396,N,3,M,Parda
3397,N,1,M,Parda
3398,N,3,M,Preta
3399,N,8,M,Preta
3400,N,5,M,Parda
3401,N,6,M,Parda
3402,N,4,M,Parda
3403,N,2,M,Parda
3404,N,10,M,Branca
3405,N,5,M,Parda
3406,N,1,M,Branca
3408,N,1,M,Branca
3414,N,9,M,Parda
3418,N,2,M,Parda
3419,N,2,M,Branca
3422,N,11,M,Branca
3424,N,3,M,Parda
3428,N,1,M,Parda
3429,N,3,M,Preta
3430,N,1,M,Branca
3433,N,3,M,Preta
3434,N,1,M,Parda
3435,N,10,M,Parda
3443,N,6,F,Branca
3446,N,3,M,Parda
3447,N,9,M,Branca
3452,N,11,F,Branca
3453,N,4,F,Parda
3457,N,3,M,Branca
3458,N,7,M,Branca
3459,N,9,M,Parda
3460,N,11,M,Branca
3463,N,1,M,Preta
3466,N,11,M,Parda
3467,N,3,M,Branca
3468,N,11,M,Parda
3469,N,5,M,Branca
3470,N,11,M,Parda
3471,N,6,M,Branca
3474,N,1,M,Branca
3475,S,9,F,Branca
3477,N,9,M,Branca
3479,N,7,M,Branca
3481,N,11,F,Branca
3482,N,9,M,Branca
3484,N,3,M,Branca
3486,N,4,M,Branca
3488,N,2,F,Preta
3489,N,3,F,Parda
3495,N,2,M,Branca
3496,N,7,F,Branca
3497,S,2,F,Parda
3500,N,1,M,Branca
3502,N,7,F,Branca
3503,N,3,M,Branca
3504,N,5,M,Preta
3511,N,1,M,Branca
3512,N,1,M,Parda
3514,N,1,M,Parda
3517,N,5,M,Parda
3521,N,10,M,Parda
3528,N,9,M,Parda
3530,N,11,M,Parda
3531,N,1,M,Parda
3533,N,1,M,Parda
3536,N,8,M,Parda
3538,N,2,M,Branca
3539,N,7,M,Preta
3540,N,7,F,Branca
3541,N,3,M,Branca
3543,N,5,M,Preta
3547,N,11,M,Branca
3552,N,9,M,Parda
3554,N,2,M,Branca
3555,N,3,M,Branca
3556,N,1,M,Parda
3558,N,1,M,Branca
3559,N,7,M,Branca
3560,S,3,M,Branca
3562,N,9,M,Preta
3564,N,11,F,Branca
3565,N,4,F,Parda
3566,S,7,M,Branca
3567,N,3,M,Branca
3570,N,3,M,Branca
3572,N,11,M,Preta
3574,S,11,F,Parda
3576,N,9,M,Parda
3578,N,9,M,Branca
3580,N,1,F,Parda
3581,N,7,M,Parda
3582,N,7,M,Parda
3588,N,4,M,Parda
3589,N,1,M,Parda
3590,N,11,M,Parda
3591,N,5,M,Branca
3593,N,5,M,Branca
3594,N,7,M,Branca
3598,N,9,F,Parda
3600,N,4,M,Branca
3603,S,2,M,Branca
3605,N,2,M,Branca
3606,N,5,M,Parda
3610,N,2,M,Branca
3611,N,5,M,Preta
3612,N,3,M,Parda
3615,S,7,M,Parda
3617,N,9,M,Parda
3618,N,8,M,Branca
3619,S,5,M,Branca
3621,N,6,M,Parda
3622,N,7,M,Parda
3623,S,3,M,Branca
3624,N,11,M,Branca
3625,N,3,M,Branca
3628,N,3,M,Branca
3629,S,2,F,Branca
3633,N,1,F,Parda
3634,N,3,F,Branca
3637,N,3,M,Parda
3642,N,9,M,Branca
3645,N,3,M,Parda
3646,N,7,M,Branca
3647,N,3,M,Parda
3650,N,5,M,Branca
3651,N,1,M,Parda
3653,N,11,M,Branca
3654,N,7,M,Branca
3657,N,11,M,Branca
3658,N,9,M,Branca
3659,N,1,M,Parda
3663,N,7,M,Branca
3664,N,1,M,Parda
3666,N,3,F,Parda
3669,N,6,M,Parda
3670,N,1,F,Amarela
3672,N,1,M,Branca
3673,N,9,M,Branca
3674,N,1,M,Parda
3676,N,1,M,Parda
3678,N,8,M,Branca
3679,N,5,M,Branca
3680,N,4,M,Preta
3681,N,7,M,Branca
3682,N,5,M,Parda
3683,N,8,M,Branca
3685,N,9,M,Branca
3688,N,7,M,Parda
3689,S,5,M,Parda
3695,S,1,M,Parda
3696,N,9,M,Branca
3697,S,2,F,Branca
3701,N,1,M,Parda
3702,N,11,M,Parda
3703,N,1,M,Branca
3705,N,4,M,Parda
3706,N,2,M,Branca
3707,N,2,M,Parda
3708,N,11,M,Parda
3709,N,3,F,Parda
3711,N,8,M,Parda
3712,N,11,M,Parda
3713,N,1,M,Branca
3714,N,4,F,Parda
3720,N,2,F,Parda
3722,N,1,F,Branca
3723,N,6,M,Preta
3726,N,8,M,Parda
3728,S,5,M,Parda
3729,S,1,M,Branca
3731,N,1,M,Branca
3733,S,7,M,Parda
3734,N,9,M,Parda
3735,N,5,M,Parda
3736,N,1,M,Parda
3740,N,5,M,Parda
3741,N,3,M,Parda
3743,N,3,M,Parda
3745,N,3,M,Branca
3747,S,11,M,Parda
3749,N,2,M,Branca
3752,N,5,M,Branca
3754,N,5,M,Parda
3759,N,5,F,Parda
3760,N,1,M,Branca
3761,N,7,M,Parda
3762,N,7,F,Parda
3763,S,3,F,Parda
3766,N,1,M,Parda
3768,S,2,F,Parda
3769,N,1,F,Amarela
3770,S,5,F,Branca
3771,N,7,F,Branca
3773,S,2,F,Parda
3774,N,11,M,Indígena
3776,N,8,F,Branca
3777,N,1,F,Parda
3780,N,5,F,Parda
3781,N,9,F,Branca
3786,N,9,M,Branca
3787,N,7,M,Parda
3788,N,6,M,Branca
3789,N,11,M,Parda
3790,N,3,M,Parda
3791,N,7,M,Branca
3792,N,11,M,Parda
3793,S,8,M,Parda
3795,S,5,M,Branca
3798,S,7,F,Parda
3799,N,3,F,Parda
3800,N,9,F,Branca
3803,N,5,M,Preta
3805,N,1,M,Branca
3806,N,3,M,Branca
3807,N,1,M,Parda
3808,S,5,M,Parda
3809,N,3,M,Branca
3810,N,9,M,Preta
3813,N,7,M,Branca
3814,N,2,M,Branca
3817,S,9,M,Branca
3818,N,4,M,Branca
3821,N,1,M,Branca
3823,N,2,M,Parda
3824,S,5,M,Parda
3825,N,1,M,Branca
3827,N,3,M,Preta
3831,N,3,M,Parda
3836,N,3,M,Parda
3837,N,11,M,Branca
3841,N,4,M,Parda
3842,N,9,F,Branca
3846,N,7,M,Parda
3847,S,9,M,Parda
3848,N,5,M,Branca
3851,N,9,M,Branca
3853,N,9,M,Branca
3858,S,1,M,Branca
3862,N,5,M,Branca
3865,N,1,F,Parda
3866,N,9,F,Branca
3867,S,7,F,Branca
3868,N,3,F,Parda
3870,N,9,M,Parda
3871,N,6,M,Parda
3874,N,9,M,Branca
3875,N,5,M,Parda
3877,S,3,M,Parda
3880,N,1,M,Parda
3882,N,7,M,Parda
3883,N,2,M,Branca
3885,N,2,M,Preta
3889,N,2,M,Branca
3890,N,11,M,Parda
3893,N,1,M,Parda
3894,N,5,F,Branca
3896,N,3,M,Branca
3899,S,1,F,Parda
3900,N,7,F,Parda
3902,N,9,M,Branca
3907,N,5,M,Parda
3908,N,7,M,Branca
3909,N,2,M,Parda
3910,N,2,F,Branca
3913,N,1,M,Parda
3914,N,2,M,Parda
3915,N,1,M,Branca
3917,N,5,M,Parda
3918,N,5,M,Parda
3920,N,1,M,Parda
3921,N,7,M,Parda
3923,N,1,M,Branca
3924,S,7,M,Branca
3925,N,5,M,Preta
3928,S,9,M,Parda
3930,N,5,M,Parda
3931,N,1,M,Parda
3932,N,1,M,Parda
3933,N,4,M,Branca
3934,S,2,M,Branca
3935,N,1,M,Branca
3936,N,3,M,Parda
3938,N,2,F,Preta
3940,N,1,M,Parda
3941,N,1,M,Branca
3943,N,11,M,Parda
3944,N,7,M,Parda
3946,N,3,M,Branca
3947,N,5,F,Branca
3948,N,3,F,Parda
3950,N,3,M,Parda
3952,N,3,M,Parda
3953,N,3,M,Branca
3954,N,4,M,Branca
3957,N,3,F,Parda
3958,N,5,M,Parda
3960,N,3,M,Parda
3961,N,3,M,Branca
3963,N,7,M,Parda
3973,N,1,M,Parda
3975,S,7,M,Parda
3976,S,3,M,Branca
3979,N,5,M,Preta
3985,N,5,M,Parda
3986,N,2,F,Branca
3987,S,1,F,Branca
3988,N,1,M,Preta
3990,N,3,M,Parda
3995,N,1,M,Parda
3997,S,8,F,Branca
4001,N,5,M,Branca
4003,N,7,M,Branca
4004,N,5,M,Parda
4005,N,1,M,Parda
4006,N,3,M,Branca
4007,N,5,M,Branca
4008,N,11,M,Parda
4009,S,7,M,Parda
4010,N,3,M,Preta
4011,S,3,M,Branca
4012,N,1,M,Preta
4013,N,1,M,Branca
4015,N,7,M,Branca
4016,N,2,M,Preta
4023,N,10,M,Branca
4027,N,4,M,Parda
4028,N,1,M,Branca
4030,S,2,M,Parda
4031,S,3,M,Parda
4034,N,7,M,Branca
4035,S,7,M,Parda
4036,N,1,M,Branca
4041,N,3,M,Branca
4044,N,11,M,Branca
4045,N,11,M,Parda
4046,N,7,M,Parda
4047,N,9,M,Branca
4049,N,4,M,Preta
4050,N,1,M,Branca
4051,N,2,M,Parda
4055,N,1,M,Branca
4056,N,1,M,Branca
4057,N,9,M,Branca
4059,N,5,F,Branca
4063,N,11,M,Branca
4065,N,1,F,Amarela
4068,N,9,M,Parda
4076,N,3,M,Parda
4086,N,3,M,Parda
4089,N,3,M,Branca
4090,S,3,M,Parda
4092,N,5,M,Parda
4094,S,10,M,Parda
4099,N,5,M,Parda
4101,N,3,M,Parda
4102,S,4,M,Parda
4104,S,1,F,Parda
4106,N,1,F,Branca
4111,N,4,F,Parda
4113,N,1,F,Branca
4117,N,2,F,Branca
4118,N,1,F,Branca
4122,N,1,M,Branca
4125,N,1,M,Branca
4126,N,1,M,Branca
4127,N,1,F,Parda
4143,S,1,M,Parda
4144,S,7,M,Parda
4145,S,3,M,Branca
4146,S,1,M,Branca
4152,N,2,M,Parda
4153,N,2,M,Parda
4155,N,7,M,Parda
4156,N,1,M,Parda
4157,N,1,M,Parda
4159,N,6,M,Branca
4161,N,1,M,Parda
4168,S,1,M,Parda
4169,S,1,M,Parda
4172,N,1,M,Branca
4173,N,1,M,Branca
4179,N,7,M,Preta
4180,N,3,M,Parda
4181,N,4,M,Parda
4184,N,1,M,Branca
4190,N,3,M,Branca
4191,N,2,M,Parda
4192,N,6,M,Branca
4195,N,1,M,Parda
4196,S,7,F,Preta
4197,S,1,F,Preta
4204,N,10,M,Preta
4207,S,1,M,Parda
4208,N,1,M,Branca
4210,N,5,F,Branca
4211,S,2,F,Parda
4212,N,1,M,Parda
4214,N,2,F,Parda
4218,N,2,F,Preta
4221,N,3,F,Parda
4224,N,1,M,Preta
4225,N,1,M,Preta
4228,N,1,F,Branca
4229,N,1,F,Branca
4232,N,1,M,Parda
4238,N,5,F,Parda
4240,N,3,F,Branca
4249,N,1,F,Parda
4251,S,1,M,Preta
4252,S,1,M,Parda
4253,S,1,M,Parda
4254,N,10,M,Branca
4255,S,18,M,Parda
4256,S,1,M,Parda
4258,N,3,F,Branca
4259,N,3,F,Branca
4260,N,1,F,Branca
4261,N,8,F,Branca
4262,N,4,M,Branca
4263,S,4,M,Branca
4264,S,2,M,Branca
4266,S,3,M,Parda
4267,S,3,M,Branca
4268,S,5,M,Branca
4269,S,3,M,Parda
4271,S,1,M,Parda
4276,N,3,F,Branca
4277,S,2,F,Parda
4278,S,1,F,Parda
4280,N,1,F,Preta
4281,N,1,F,Branca
4282,N,1,F,Parda
4292,N,1,M,Parda
4293,N,1,M,Preta
4298,N,6,M,Branca
4302,N,1,M,Parda
4303,N,1,M,Parda
4308,S,2,F,Parda
4309,S,1,F,Parda
4311,S,8,F,Parda
4312,S,1,F,Parda
4313,N,4,M,Parda
4315,N,1,F,Branca
4316,N,1,F,Branca
4317,S,4,F,Preta
4322,N,1,M,Branca
4323,N,4,M,Preta
4328,S,2,M,Branca
4329,N,4,M,Parda
4330,N,1,M,Parda
4331,S,2,M,Parda
4332,S,6,M,Parda
4333,N,3,M,Parda
4336,S,4,M,Parda
4337,S,3,M,Preta
4338,S,2,M,Preta
4339,S,1,M,Parda
4340,S,1,M,Parda
4344,N,1,M,Preta
4353,S,1,M,Branca
4355,N,1,F,Parda
4357,S,7,M,Parda
4358,N,1,M,Parda
4361,N,8,F,Preta
4364,S,1,M,Branca
4365,S,4,M,Parda
4370,N,2,F,Parda
4378,N,6,F,Branca
4379,S,3,F,Preta
4381,S,9,F,Branca
4382,S,6,F,Amarela
4385,N,4,M,Parda
4388,N,2,F,Parda
4395,S,6,M,Branca
4396,S,8,F,Parda
4400,N,1,F,Parda
4401,N,6,F,Branca
4403,S,1,F,Preta
4406,N,2,F,Branca
4408,S,4,F,Parda
4409,N,2,F,Parda
4412,N,8,F,Parda
4415,N,1,F,Branca
4418,N,8,F,Branca
4419,N,3,F,Parda
4422,N,1,F,Parda
4423,S,1,F,Branca
4424,N,1,F,Parda
4425,N,1,F,Parda
4427,N,1,F,Branca
4429,N,6,F,Parda
4430,S,1,F,Branca
4436,N,4,M,Branca
4439,N,2,M,Parda
4441,N,2,F,Branca
4442,N,1,F,Branca
4445,S,8,M,Preta
4453,S,1,M,Preta
4454,N,2,M,Parda
4457,S,1,M,Parda
4460,S,5,M,Preta
4461,S,3,F,Preta
4462,S,1,F,Branca
4463,N,1,F,Parda
4467,S,6,F,Parda
4470,N,1,M,Branca
4471,S,9,F,Parda
4473,S,1,F,Parda
4474,S,3,M,Preta
4475,N,1,M,Branca
4477,S,4,F,Parda
4478,N,1,F,Parda
4479,S,1,F,Branca
4482,N,5,F,Parda
4483,S,5,F,Preta
4485,N,6,F,Branca
4486,S,8,F,Branca
4489,N,2,M,Branca
4494,N,8,M,Parda
4499,N,1,M,Branca
4500,N,1,M,Parda
4502,N,1,M,Branca
4503,N,2,M,Branca
4505,S,1,M,Branca
4508,N,1,F,Parda
4510,N,4,F,Parda
4511,S,1,F,Parda
4512,N,6,F,Branca
4513,S,1,F,Branca
4515,N,2,F,Branca
4516,N,1,F,Parda
4520,N,5,F,Branca
4521,S,2,F,Branca
4522,N,9,M,Branca
4524,S,7,M,Parda
4525,S,1,M,Parda
4529,N,1,F,Parda
4530,N,10,F,Branca
4531,N,2,F,Branca
4534,N,1,M,Branca
4535,N,5,F,Branca
4536,N,5,M,Branca
4537,N,1,M,Parda
4539,N,1,F,Branca
4540,S,9,M,Branca
4542,N,2,M,Branca
4548,N,4,F,Parda
4550,N,8,M,Parda
4551,N,1,M,Branca
4555,N,4,M,Branca
4556,N,7,M,Parda
4559,N,1,F,Branca
4565,S,3,F,Parda
4567,N,1,F,Branca
4572,S,1,M,Parda
4576,S,1,M,Amarela
4579,S,4,F,Parda
4582,S,1,F,Parda
4584,N,4,M,Branca
4586,N,5,F,Parda
4589,N,1,M,Branca
4590,S,2,M,Branca
4593,N,1,F,Parda
4594,N,3,F,Branca
4596,N,1,M,Parda
4597,N,1,F,Branca
4599,N,1,M,Branca
4600,S,4,M,Parda
4602,N,1,M,Parda
4609,S,1,M,Branca
4611,N,9,F,Parda
4615,N,4,M,Parda
4618,S,4,M,Parda
4619,S,6,F,Preta
4621,N,3,M,Branca
4624,S,8,M,Preta
4625,S,6,M,Parda
4626,S,1,M,Branca
4627,N,5,M,Branca
4628,N,1,M,Parda
4629,N,8,M,Branca
4630,N,10,M,Branca
4639,N,1,M,Parda
4640,N,8,M,Preta
4641,N,8,F,Parda
4642,S,1,F,Branca
4649,S,2,F,Branca
4650,S,1,F,Preta
4652,S,1,M,Branca
4654,N,4,M,Parda
4655,S,5,M,Parda
4659,S,1,M,Parda
4660,N,3,M,Preta
4661,N,5,M,Parda
4666,N,1,M,Branca
4668,N,8,M,Branca
4681,S,1,F,Branca
4683,S,1,M,Parda
4684,N,9,M,Parda
4688,S,4,M,Branca
4689,N,8,M,Branca
4692,N,5,M,Parda
4697,S,10,F,Preta
4699,N,2,M,Preta
4701,N,1,M,Branca
4702,S,1,M,Branca
4704,N,1,M,Preta
4706,N,1,M,Parda
4707,N,1,M,Branca
4708,N,1,M,Branca
4710,S,8,M,Branca
4711,N,7,M,Preta
4712,S,3,M,Parda
4714,N,1,M,Preta
4715,N,1,M,Branca
4722,N,2,F,Parda
4723,S,2,F,Branca
4724,N,2,F,Preta
4725,N,1,F,Parda
4727,N,3,F,Branca
4728,S,2,F,Parda
4729,N,4,M,Parda
4731,S,1,M,Parda
4733,N,1,M,Parda
4734,N,1,M,Branca
4735,S,4,F,Parda
4736,S,8,F,Branca
4739,S,8,F,Parda
4740,N,1,M,Branca
4747,S,8,M,Parda
4748,N,3,M,Branca
4753,N,5,M,Branca
4754,N,1,M,Parda
4758,S,2,M,Parda
4760,S,2,M,Parda
4761,N,10,M,Branca
4763,N,8,M,Parda
4765,S,8,M,Branca
4767,S,6,M,Branca
4768,N,2,M,Branca
4770,N,1,F,Branca
4771,N,6,F,Parda
4773,N,1,M,Parda
4774,N,2,M,Branca
4775,N,9,F,Branca
4777,N,4,F,Preta
4778,N,1,M,Branca
4780,N,8,M,Parda
4782,N,5,M,Parda
4783,N,2,M,Branca
4784,N,1,M,Branca
4785,N,1,M,Amarela
4789,S,8,M,Parda
4792,S,2,M,Branca
4793,N,6,M,Preta
4799,N,10,M,Branca
4802,N,1,M,Parda
4803,S,10,F,Branca
4806,N,1,M,Branca
4807,N,2,F,Parda
4808,N,4,F,Branca
4810,S,1,F,Branca
4812,S,8,F,Branca
4814,N,1,F,Branca
4816,S,4,F,Parda
4818,N,3,F,Preta
4819,S,2,F,Preta
4820,S,3,F,Parda
4822,S,3,M,Branca
4824,N,1,F,Parda
4826,N,2,M,Branca
4830,S,6,F,Preta
4831,S,1,M,Parda
4832,N,4,F,Preta
4836,N,2,M,Parda
4839,N,2,F,Branca
4841,N,1,F,Branca
4843,S,1,F,Branca
4845,S,2,F,Branca
4847,N,4,F,Branca
4858,S,4,M,Parda
4859,N,1,M,Branca
4862,S,7,M,Preta
4863,S,2,M,Parda
4864,N,1,M,Parda
4866,S,1,M,Branca
4867,N,3,M,Branca
4868,N,1,M,Branca
4869,N,10,M,Branca
4872,S,1,F,Branca
4873,S,1,F,Preta
4875,S,10,M,Parda
4876,S,8,M,Parda
4878,S,3,M,Parda
4879,N,1,M,Preta
4880,N,9,M,Parda
4883,N,1,M,Branca
4885,S,1,F,Branca
4890,N,1,F,Amarela
4891,N,2,F,Parda
4892,S,2,F,Preta
4893,S,5,F,Parda
4894,N,2,F,Preta
4896,S,4,F,Branca
4898,S,2,F,Branca
4900,S,4,M,Parda
4901,N,6,M,Branca
4913,S,1,M,Parda
4914,S,1,M,Parda
4915,S,4,F,Parda
4916,N,3,F,Parda
4919,N,8,F,Branca
4920,S,1,F,Parda
4922,N,2,F,Parda
4923,N,2,F,Branca
4926,N,1,F,Parda
4927,N,7,F,Preta
4930,N,1,F,Branca
4932,N,3,F,Branca
4933,S,8,M,Parda
4934,S,6,M,Parda
4938,N,2,M,Parda
4941,N,1,M,Parda
4943,N,4,M,Parda
4945,N,2,M,Preta
4946,N,4,M,Parda
4950,N,2,F,Branca
4951,N,6,F,Parda
4952,N,3,F,Preta
4957,S,1,F,Parda
4958,S,1,F,Branca
4959,S,1,F,Parda
4960,N,4,F,Parda
4961,N,1,F,Branca
4966,N,3,F,Parda
4967,S,6,F,Parda
4971,N,1,F,Parda
4975,N,1,M,Parda
4978,S,1,F,Branca
4979,N,6,F,Branca
4980,N,2,F,Parda
4981,S,4,F,Branca
4992,N,10,M,Branca
4996,N,1,M,Parda
4998,S,8,M,Branca
5000,N,1,M,Preta
5001,N,1,M,Preta
5004,N,6,M,Parda
5005,N,1,M,Branca
5007,N,2,M,Branca
5008,N,1,M,Branca
5009,S,7,F,Branca
5010,N,2,M,Branca
5011,S,1,M,Branca
5012,N,2,M,Branca
5018,N,10,M,Branca
5021,S,1,M,Parda
5023,N,1,M,Branca
5024,N,1,M,Branca
5026,N,2,M,Parda
5027,N,2,M,Parda
5028,N,1,M,Branca
5029,N,2,M,Preta
5030,N,1,M,Parda
5033,N,5,M,Branca
5034,N,1,M,Branca
