id,idade_ingresso,ano_ingresso,tempo_entre_conclusao_em_ingresso,carga_horaria,forma_ingresso,curso,ano_conclusao,situacao_matricula
8688,46,2020,27,3933,Transferência externa,Engenharia Ambiental e Sanitária,0,Matriculado
8689,38,2021,4,1890,SISU,Gestão Ambiental,0,Evadido
8692,20,2021,2,3833,SISU,Engenharia de Produção,0,Matriculado
8693,20,2021,2,3833,SISU,Engenharia de Produção,0,Evadido
8694,33,2022,16,3933,Obtenção de novo título,Engenharia Ambiental e Sanitária,0,Matriculado
8695,21,2022,3,3833,SISU,Engenharia de Produção,0,Evadido
8696,33,2021,16,3833,SISU,Engenharia de Produção,0,Matriculado
8700,18,2021,1,3710,SISU,Engenharia Civil,0,Matriculado
8705,36,2021,18,3710,SISU,Engenharia Civil,0,Matriculado
8706,22,2018,3,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8707,22,2021,4,1890,SISU,Gestão Ambiental,0,Matriculado
8709,42,2018,7,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8711,19,2020,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8713,25,2020,7,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8714,18,2019,0,3710,SISU,Engenharia Civil,0,Evadido
8716,21,2021,4,3833,SISU,Engenharia de Produção,0,Matriculado
8719,35,2021,17,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8722,23,2018,6,3833,SISU,Engenharia de Produção,0,Evadido
8724,19,2019,0,1890,SISU,Gestão Ambiental,0,Evadido
8727,25,2019,8,3710,SISU,Engenharia Civil,0,Matriculado
8733,42,2019,23,3710,SISU,Engenharia Civil,0,Evadido
8736,18,2020,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8737,27,2021,10,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8738,49,2021,32,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8740,40,2021,22,3710,SISU,Engenharia Civil,0,Matriculado
8744,19,2019,2,3710,SISU,Engenharia Civil,0,Evadido
8747,18,2022,1,1890,SISU,Gestão Ambiental,0,Matriculado
8750,27,2020,10,3933,Obtenção de novo título,Engenharia Ambiental e Sanitária,0,Evadido
8751,18,2021,1,3710,SISU,Engenharia Civil,0,Evadido
8753,19,2020,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8755,24,2021,6,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8757,19,2021,2,3710,SISU,Engenharia Civil,0,Evadido
8758,19,2022,2,3833,SISU,Engenharia de Produção,0,Evadido
8759,18,2019,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8760,29,2020,12,3710,SISU,Engenharia Civil,0,Matriculado
8762,21,2019,2,3710,SISU,Engenharia Civil,0,Evadido
8764,19,2018,1,3833,SISU,Engenharia de Produção,2022,Formado
8765,21,2021,2,3833,SISU,Engenharia de Produção,0,Evadido
8769,18,2022,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8770,21,2021,4,3833,SISU,Engenharia de Produção,0,Evadido
8772,19,2019,1,3833,SISU,Engenharia de Produção,0,Evadido
8774,18,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8775,18,2020,1,3833,SISU,Engenharia de Produção,0,Evadido
8776,18,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8777,18,2020,1,1890,SISU,Gestão Ambiental,0,Evadido
8780,37,2021,17,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8781,38,2021,19,3833,SISU,Engenharia de Produção,0,Evadido
8782,18,2020,1,3833,SISU,Engenharia de Produção,0,Matriculado
8786,23,2018,6,3833,SISU,Engenharia de Produção,0,Matriculado
8792,39,2019,20,3833,SISU,Engenharia de Produção,0,Evadido
8794,28,2018,4,1890,SISU,Gestão Ambiental,2020,Formado
8797,26,2019,9,3933,Obtenção de novo título,Engenharia Ambiental e Sanitária,0,Evadido
8798,18,2022,1,1890,SISU,Gestão Ambiental,0,Matriculado
8800,27,2018,10,3833,SISU,Engenharia de Produção,0,Matriculado
8803,20,2018,3,1890,SISU,Gestão Ambiental,0,Evadido
8805,23,2022,6,3833,SISU,Engenharia de Produção,0,Matriculado
8807,22,2019,4,3833,SISU,Engenharia de Produção,0,Evadido
8809,19,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8810,20,2020,2,3710,SISU,Engenharia Civil,0,Evadido
8812,18,2021,0,3833,SISU,Engenharia de Produção,0,Matriculado
8817,21,2021,2,1890,SISU,Gestão Ambiental,0,Matriculado
8818,37,2018,20,3833,SISU,Engenharia de Produção,0,Matriculado
8824,34,2020,14,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8825,25,2021,8,3833,SISU,Engenharia de Produção,0,Matriculado
8827,18,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8830,34,2020,17,3833,SISU,Engenharia de Produção,0,Evadido
8831,21,2018,4,3833,SISU,Engenharia de Produção,0,Matriculado
8832,21,2018,3,1890,SISU,Gestão Ambiental,0,Evadido
8835,19,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8841,23,2019,4,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8844,24,2021,7,3833,SISU,Engenharia de Produção,0,Evadido
8845,24,2018,7,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8846,18,2020,1,3833,SISU,Engenharia de Produção,0,Matriculado
8847,20,2018,3,3833,SISU,Engenharia de Produção,0,Evadido
8849,19,2021,2,3833,SISU,Engenharia de Produção,0,Matriculado
8850,26,2019,9,3933,Obtenção de novo título,Engenharia Ambiental e Sanitária,0,Evadido
8851,38,2022,20,3710,SISU,Engenharia Civil,0,Matriculado
8852,35,2022,13,3710,SISU,Engenharia Civil,0,Matriculado
8853,36,2022,15,3710,SISU,Engenharia Civil,0,Matriculado
8857,19,2018,1,1890,SISU,Gestão Ambiental,2021,Formado
8860,20,2020,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8861,20,2022,1,3710,SISU,Engenharia Civil,0,Matriculado
8863,27,2020,7,1890,SISU,Gestão Ambiental,0,Evadido
8866,21,2018,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8868,19,2020,1,1890,SISU,Gestão Ambiental,0,Evadido
8869,28,2019,10,3833,Obtenção de novo título,Engenharia de Produção,0,Evadido
8870,19,2020,1,3710,SISU,Engenharia Civil,0,Evadido
8872,24,2022,1,1890,SISU,Gestão Ambiental,0,Matriculado
8873,33,2021,16,3710,SISU,Engenharia Civil,0,Matriculado
8875,23,2019,5,1890,SISU,Gestão Ambiental,0,Evadido
8881,38,2018,21,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8884,50,2019,33,3833,SISU,Engenharia de Produção,0,Evadido
8885,18,2021,0,3833,SISU,Engenharia de Produção,0,Evadido
8886,29,2019,12,3833,Obtenção de novo título,Engenharia de Produção,0,Evadido
8888,20,2019,2,3833,SISU,Engenharia de Produção,0,Matriculado
8889,19,2018,2,3833,SISU,Engenharia de Produção,0,Evadido
8890,19,2018,2,3833,Vestibular,Engenharia de Produção,0,Matriculado
8893,20,2022,2,3710,SISU,Engenharia Civil,0,Matriculado
8894,19,2018,2,3833,Vestibular,Engenharia de Produção,0,Matriculado
8896,22,2021,4,3710,SISU,Engenharia Civil,0,Matriculado
8897,22,2021,4,3833,SISU,Engenharia de Produção,0,Matriculado
8898,23,2018,4,4500,SISU,Engenharia de Produção,0,Evadido
8899,28,2022,9,3710,SISU,Engenharia Civil,0,Matriculado
8904,18,2021,1,3710,SISU,Engenharia Civil,0,Matriculado
8905,22,2018,4,1890,SISU,Gestão Ambiental,0,Evadido
8906,18,2019,1,3710,SISU,Engenharia Civil,0,Matriculado
8907,22,2018,4,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8910,20,2021,2,1890,SISU,Gestão Ambiental,0,Matriculado
8911,21,2019,3,1890,SISU,Gestão Ambiental,0,Evadido
8912,18,2020,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8913,21,2020,4,1890,SISU,Gestão Ambiental,2022,Formado
8915,19,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8916,18,2019,1,1890,SISU,Gestão Ambiental,0,Evadido
8917,21,2019,4,3833,SISU,Engenharia de Produção,0,Evadido
8918,18,2019,1,3833,SISU,Engenharia de Produção,0,Matriculado
8920,41,2021,23,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8921,18,2021,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8924,21,2020,3,3710,SISU,Engenharia Civil,0,Evadido
8925,36,2021,18,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8926,19,2018,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8928,32,2021,14,3710,SISU,Engenharia Civil,0,Matriculado
8930,20,2018,3,3833,SISU,Engenharia de Produção,0,Matriculado
8932,29,2022,9,3833,SISU,Engenharia de Produção,0,Matriculado
8935,41,2018,24,3833,Vestibular,Engenharia de Produção,0,Evadido
8937,21,2020,4,3710,SISU,Engenharia Civil,0,Matriculado
8938,23,2022,5,3710,SISU,Engenharia Civil,0,Matriculado
8940,24,2019,7,1890,SISU,Gestão Ambiental,0,Evadido
8941,20,2022,1,1890,SISU,Gestão Ambiental,0,Matriculado
8942,20,2021,20,3833,SISU,Engenharia de Produção,0,Matriculado
8943,26,2019,9,3833,SISU,Engenharia de Produção,0,Matriculado
8944,25,2022,7,3710,Obtenção de novo título,Engenharia Civil,0,Matriculado
8945,29,2021,12,3833,Obtenção de novo título,Engenharia de Produção,0,Evadido
8946,24,2021,7,1890,SISU,Gestão Ambiental,0,Evadido
8948,26,2020,9,3833,SISU,Engenharia de Produção,0,Evadido
8950,24,2022,3,3710,SISU,Engenharia Civil,0,Evadido
8952,41,2022,24,3933,Obtenção de novo título,Engenharia Ambiental e Sanitária,0,Evadido
8955,23,2020,5,1890,SISU,Gestão Ambiental,0,Evadido
8962,19,2022,1,1890,SISU,Gestão Ambiental,0,Matriculado
8964,20,2021,2,3833,SISU,Engenharia de Produção,0,Evadido
8965,18,2021,1,3710,SISU,Engenharia Civil,0,Matriculado
8966,24,2019,5,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8967,18,2020,1,3933,SISU,Engenharia Ambiental e Sanitária,0,Evadido
8969,19,2019,0,3710,SISU,Engenharia Civil,0,Matriculado
8970,24,2018,7,1890,SISU,Gestão Ambiental,0,Evadido
8972,37,2021,18,3933,SISU,Engenharia Ambiental e Sanitária,0,Matriculado
8973,25,2021,8,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8974,23,2022,6,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
8975,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8976,20,2019,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8977,20,2019,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8978,19,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
8979,20,2019,2,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8980,25,2019,7,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8981,33,2021,16,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8982,19,2020,2,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8983,19,2019,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
8984,19,2021,2,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8985,27,2019,9,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8986,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
8987,18,2019,1,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8988,32,2019,8,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8989,19,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
8990,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8991,37,2020,20,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8992,24,2019,6,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8993,22,2019,5,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
8994,18,2019,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8995,19,2020,2,3600,SISU,Engenharia de Controle e Automação,0,Evadido
8996,27,2020,10,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
8997,34,2019,15,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
8998,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
8999,36,2022,19,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9000,24,2020,7,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9001,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9002,24,2021,1,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9003,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9004,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9005,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9006,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9007,22,2022,4,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9008,31,2021,14,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9009,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9010,19,2020,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9011,38,2022,21,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9012,32,2020,15,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9013,39,2022,22,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9014,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9015,19,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9016,20,2019,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9017,19,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9018,21,2021,4,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9019,23,2019,4,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9020,40,2019,11,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9021,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9022,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9023,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9024,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9025,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9026,20,2021,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9027,19,2019,1,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9028,24,2021,7,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9029,23,2019,6,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9030,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9031,20,2021,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9032,22,2019,5,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9033,27,2019,4,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9034,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9035,18,2019,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9036,20,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9037,18,2019,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9038,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9039,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9040,19,2019,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9041,20,2021,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9042,18,2021,1,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9043,32,2019,11,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9044,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9045,19,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9046,19,2020,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9047,30,2022,13,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9048,20,2020,3,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9049,19,2021,2,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9050,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9051,20,2020,3,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9052,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9053,18,2019,0,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9054,20,2021,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9055,25,2019,7,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9056,21,2019,3,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9057,27,2019,9,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9058,22,2020,5,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9059,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9060,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9061,21,2020,4,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9062,19,2020,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9063,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9064,20,2020,3,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9065,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9066,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9067,19,2019,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9068,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9069,21,2021,4,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9070,18,2021,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9071,19,2019,2,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9072,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9073,21,2020,4,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9074,19,2022,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9075,20,2021,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9076,20,2020,3,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9077,19,2019,2,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9078,19,2021,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9079,21,2020,4,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9080,18,2019,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9081,18,2021,1,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9082,30,2021,13,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9083,36,2020,19,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9084,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9085,18,2022,1,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9086,32,2022,15,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9087,27,2022,10,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9088,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9089,25,2019,7,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9090,29,2021,12,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9091,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9092,20,2022,3,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9093,19,2021,2,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9094,18,2019,1,3600,SISU,Engenharia de Controle e Automação,0,Evadido
9095,18,2020,1,3600,SISU,Engenharia de Controle e Automação,0,Matriculado
9096,25,2019,7,3600,Vestibular,Engenharia de Controle e Automação,0,Evadido
9097,21,2021,4,3600,Vestibular,Engenharia de Controle e Automação,0,Matriculado
9098,19,2019,2,3600,SISU,Engenharia Elétrica,0,Evadido
9099,25,2019,8,3600,SISU,Engenharia Elétrica,0,Evadido
9100,20,2022,2,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9101,25,2022,8,3600,Obtenção de novo título,Engenharia Elétrica,0,Matriculado
9102,24,2019,3,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9103,22,2022,5,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9104,21,2022,2,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9105,19,2022,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9106,18,2021,0,3600,SISU,Engenharia Elétrica,0,Matriculado
9107,20,2021,3,3600,Vestibular,Engenharia Elétrica,0,Evadido
9108,38,2020,20,3600,SISU,Engenharia Elétrica,0,Evadido
9109,18,2021,0,3600,SISU,Engenharia Elétrica,0,Evadido
9110,25,2021,8,3600,Vestibular,Engenharia Elétrica,0,Evadido
9111,25,2019,8,3600,SISU,Engenharia Elétrica,0,Evadido
9112,19,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9113,18,2019,0,3600,SISU,Engenharia Elétrica,0,Evadido
9114,19,2022,2,3600,Vestibular,Engenharia Elétrica,0,Evadido
9115,19,2021,0,3600,SISU,Engenharia Elétrica,0,Evadido
9116,21,2022,4,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9117,20,2021,3,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9118,18,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9119,29,2021,11,3600,SISU,Engenharia Elétrica,0,Evadido
9120,42,2022,21,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9121,18,2021,0,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9122,23,2022,5,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9123,22,2021,3,3600,Vestibular,Engenharia Elétrica,0,Evadido
9124,26,2022,9,3600,Transferência externa,Engenharia Elétrica,0,Matriculado
9125,19,2019,0,3600,SISU,Engenharia Elétrica,0,Matriculado
9126,38,2019,20,3600,SISU,Engenharia Elétrica,0,Evadido
9127,21,2022,4,3600,SISU,Engenharia Elétrica,0,Evadido
9128,22,2019,5,3600,SISU,Engenharia Elétrica,0,Evadido
9129,37,2020,19,3600,Vestibular,Engenharia Elétrica,0,Evadido
9130,26,2022,9,3600,Transferência externa,Engenharia Elétrica,0,Matriculado
9131,45,2022,16,3600,SISU,Engenharia Elétrica,0,Evadido
9132,19,2022,1,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9133,33,2019,16,3600,SISU,Engenharia Elétrica,0,Evadido
9134,18,2022,1,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9135,19,2019,1,3600,SISU,Engenharia Elétrica,0,Evadido
9136,18,2022,1,3600,Vestibular,Engenharia Elétrica,0,Evadido
9137,18,2019,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9138,18,2021,1,3600,Vestibular,Engenharia Elétrica,0,Evadido
9139,39,2019,5,3600,SISU,Engenharia Elétrica,0,Evadido
9140,19,2022,1,3600,Vestibular,Engenharia Elétrica,0,Evadido
9141,19,2020,1,3600,SISU,Engenharia Elétrica,0,Evadido
9142,20,2019,3,3600,SISU,Engenharia Elétrica,0,Matriculado
9143,29,2022,10,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9144,23,2019,3,3600,SISU,Engenharia Elétrica,0,Evadido
9145,19,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9146,18,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9147,31,2020,14,3600,Vestibular,Engenharia Elétrica,0,Evadido
9148,34,2021,16,3600,Vestibular,Engenharia Elétrica,0,Evadido
9149,23,2022,3,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9150,19,2020,1,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9151,19,2019,1,3600,SISU,Engenharia Elétrica,0,Evadido
9152,19,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9153,19,2019,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9154,18,2019,1,3600,SISU,Engenharia Elétrica,0,Evadido
9155,20,2019,2,3600,SISU,Engenharia Elétrica,0,Matriculado
9156,20,2019,2,3600,SISU,Engenharia Elétrica,0,Matriculado
9157,55,2021,33,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9159,19,2022,1,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9160,20,2021,2,3600,Vestibular,Engenharia Elétrica,0,Evadido
9161,19,2021,2,3600,SISU,Engenharia Elétrica,0,Matriculado
9162,20,2019,3,3600,SISU,Engenharia Elétrica,0,Evadido
9163,18,2019,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9164,19,2022,2,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9165,29,2020,10,3600,SISU,Engenharia Elétrica,0,Matriculado
9166,23,2019,6,3600,SISU,Engenharia Elétrica,0,Matriculado
9167,28,2022,10,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9168,19,2020,1,3600,SISU,Engenharia Elétrica,0,Evadido
9169,20,2019,2,3600,SISU,Engenharia Elétrica,0,Evadido
9170,25,2020,6,3600,SISU,Engenharia Elétrica,0,Evadido
9171,18,2021,0,3600,Vestibular,Engenharia Elétrica,0,Evadido
9172,18,2022,1,3600,SISU,Engenharia Elétrica,0,Evadido
9173,31,2020,13,3600,SISU,Engenharia Elétrica,0,Evadido
9174,18,2021,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9175,32,2019,15,3600,SISU,Engenharia Elétrica,0,Evadido
9176,19,2020,1,3600,SISU,Engenharia Elétrica,0,Evadido
9177,20,2020,2,3600,SISU,Engenharia Elétrica,0,Evadido
9178,24,2021,6,3600,SISU,Engenharia Elétrica,0,Evadido
9179,35,2019,12,3600,SISU,Engenharia Elétrica,0,Matriculado
9180,18,2019,1,3600,SISU,Engenharia Elétrica,0,Evadido
9181,19,2022,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9182,19,2022,11,3600,SISU,Engenharia Elétrica,0,Matriculado
9183,19,2020,2,3600,SISU,Engenharia Elétrica,0,Matriculado
9184,19,2022,1,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9185,20,2022,1,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9186,20,2021,2,3600,SISU,Engenharia Elétrica,0,Evadido
9187,19,2019,2,3600,SISU,Engenharia Elétrica,0,Evadido
9188,18,2022,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9189,18,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9190,22,2022,5,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9191,20,2018,3,3600,SISU,Engenharia Elétrica,0,Evadido
9192,21,2019,4,3600,SISU,Engenharia Elétrica,0,Evadido
9193,31,2021,13,3600,Vestibular,Engenharia Elétrica,0,Matriculado
9194,23,2020,6,3600,SISU,Engenharia Elétrica,0,Matriculado
9195,29,2019,7,3600,SISU,Engenharia Elétrica,0,Matriculado
9196,19,2019,2,3600,SISU,Engenharia Elétrica,0,Evadido
9197,22,2022,4,3600,SISU,Engenharia Elétrica,0,Evadido
9198,18,2020,1,3600,SISU,Engenharia Elétrica,0,Matriculado
9199,20,2022,3,3600,SISU,Engenharia Elétrica,0,Evadido
