id,idade_ingresso,ano_ingresso,tempo_entre_conclusao_em_ingresso,carga_horaria,forma_ingresso,curso,ano_conclusao,situacao_matricula
7,25,2018,6,3600,SISU,Engenharia Mecânica,0,Evadido
12,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
17,18,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
24,35,2021,17,3600,SISU,Engenharia Mecânica,0,Evadido
25,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
27,27,2018,8,3600,SISU,Engenharia Mecânica,0,Evadido
29,25,2019,8,3600,SISU,Engenharia Mecânica,0,Matriculado
30,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
31,18,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
32,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
33,33,2022,15,3600,Vestibular,Engenharia Mecânica,0,Matriculado
34,20,2018,2,3600,SISU,Engenharia Mecânica,0,Evadido
35,19,2021,0,3600,SISU,Engenharia Mecânica,0,Matriculado
36,28,2018,11,3600,Obtenção de novo título,Engenharia Mecânica,0,Evadido
38,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
39,19,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
40,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
41,19,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
42,19,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
43,20,2021,2,3600,SISU,Engenharia Mecânica,0,Matriculado
44,18,2021,0,3600,SISU,Engenharia Mecânica,0,Evadido
45,27,2020,10,3600,Transferência externa,Engenharia Mecânica,0,Evadido
47,19,2018,1,3600,SISU,Engenharia Mecânica,0,Matriculado
48,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
50,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
51,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
52,19,2020,2,3600,SISU,Engenharia Mecânica,0,Evadido
55,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
56,19,2018,2,3600,Transferência externa,Engenharia Mecânica,0,Evadido
58,18,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
60,19,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
61,18,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
62,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
64,19,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
65,19,2019,2,3600,SISU,Engenharia Mecânica,0,Evadido
66,23,2018,6,3600,Obtenção de novo título,Engenharia Mecânica,0,Matriculado
67,19,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
68,20,2020,2,3600,SISU,Engenharia Mecânica,0,Matriculado
69,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
70,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
71,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
72,19,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
73,18,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
74,18,2019,1,3600,Vestibular,Engenharia Mecânica,0,Evadido
75,19,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
76,24,2022,7,3600,SISU,Engenharia Mecânica,0,Matriculado
78,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
79,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
80,23,2021,6,3600,SISU,Engenharia Mecânica,0,Evadido
81,29,2021,12,3600,SISU,Engenharia Mecânica,0,Evadido
82,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
83,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
86,20,2022,2,3600,Transferência externa,Engenharia Mecânica,0,Matriculado
87,20,2020,2,3600,SISU,Engenharia Mecânica,0,Matriculado
91,21,2018,3,3600,Transferência externa,Engenharia Mecânica,0,Evadido
92,21,2019,3,3600,SISU,Engenharia Mecânica,0,Evadido
93,23,2022,5,3600,Vestibular,Engenharia Mecânica,0,Evadido
94,19,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
95,18,2022,1,3600,SISU,Engenharia Mecânica,0,Evadido
99,25,2018,7,3600,SISU,Engenharia Mecânica,0,Evadido
102,21,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
103,19,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
104,44,2020,25,3600,SISU,Engenharia Mecânica,0,Matriculado
105,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
107,19,2020,2,3600,SISU,Engenharia Mecânica,0,Evadido
108,20,2022,2,3600,SISU,Engenharia Mecânica,0,Evadido
113,20,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
115,18,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
118,19,2020,2,3600,SISU,Engenharia Mecânica,0,Evadido
121,19,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
122,19,2018,2,3600,SISU,Engenharia Mecânica,0,Matriculado
123,29,2018,11,3600,Obtenção de novo título,Engenharia Mecânica,0,Evadido
124,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
125,20,2019,2,3600,SISU,Engenharia Mecânica,0,Evadido
127,18,2021,0,3600,SISU,Engenharia Mecânica,0,Matriculado
128,19,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
129,29,2018,12,3600,SISU,Engenharia Mecânica,0,Evadido
131,22,2021,4,3600,SISU,Engenharia Mecânica,0,Evadido
132,19,2020,2,3600,SISU,Engenharia Mecânica,0,Matriculado
133,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
134,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
136,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
137,20,2018,2,3600,SISU,Engenharia Mecânica,2022,Formado
138,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
139,20,2021,2,3600,Vestibular,Engenharia Mecânica,0,Evadido
140,19,2018,2,3600,SISU,Engenharia Mecânica,0,Matriculado
141,34,2022,8,3600,Vestibular,Engenharia Mecânica,0,Evadido
142,21,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
143,18,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
145,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
146,19,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
147,19,2021,0,3600,SISU,Engenharia Mecânica,0,Evadido
149,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
151,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
152,21,2018,4,3600,Transferência externa,Engenharia Mecânica,0,Matriculado
153,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
154,19,2018,1,3600,SISU,Engenharia Mecânica,0,Matriculado
157,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
158,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
159,19,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
160,30,2021,13,3600,SISU,Engenharia Mecânica,0,Matriculado
162,17,2018,0,3600,SISU,Engenharia Mecânica,0,Evadido
164,18,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
167,23,2019,6,3600,SISU,Engenharia Mecânica,0,Matriculado
168,20,2020,3,3600,SISU,Engenharia Mecânica,0,Evadido
173,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
175,22,2020,2,3600,SISU,Engenharia Mecânica,0,Evadido
176,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
177,23,2019,4,3600,SISU,Engenharia Mecânica,0,Evadido
179,18,2021,1,3600,SISU,Engenharia Mecânica,0,Matriculado
180,20,2019,2,3600,SISU,Engenharia Mecânica,0,Evadido
181,20,2020,2,3600,SISU,Engenharia Mecânica,0,Matriculado
182,20,2021,2,3600,SISU,Engenharia Mecânica,0,Evadido
185,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
186,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
187,19,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
189,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
190,19,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
191,19,2018,1,3600,SISU,Engenharia Mecânica,2022,Formado
192,18,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
193,20,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
194,19,2019,2,3600,SISU,Engenharia Mecânica,0,Matriculado
195,19,2020,1,3600,Vestibular,Engenharia Mecânica,0,Evadido
196,20,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
197,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
198,19,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
199,20,2019,3,3600,SISU,Engenharia Mecânica,0,Evadido
200,20,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
204,24,2018,4,3600,SISU,Engenharia Mecânica,0,Matriculado
206,19,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
208,20,2021,0,3600,SISU,Engenharia Mecânica,0,Evadido
209,20,2018,2,3600,SISU,Engenharia Mecânica,0,Matriculado
210,18,2022,1,3600,SISU,Engenharia Mecânica,0,Evadido
211,20,2018,3,3600,SISU,Engenharia Mecânica,0,Evadido
213,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
214,19,2019,2,3600,SISU,Engenharia Mecânica,0,Matriculado
215,18,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
216,19,2021,2,3600,SISU,Engenharia Mecânica,0,Evadido
217,21,2018,2,3600,SISU,Engenharia Mecânica,0,Evadido
218,20,2020,3,3600,SISU,Engenharia Mecânica,0,Evadido
219,18,2022,1,3600,Vestibular,Engenharia Mecânica,0,Evadido
221,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
222,21,2020,3,3600,SISU,Engenharia Mecânica,0,Matriculado
223,18,2019,0,3600,SISU,Engenharia Mecânica,0,Matriculado
224,31,2021,12,3600,SISU,Engenharia Mecânica,0,Evadido
225,18,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
226,19,2018,2,3600,SISU,Engenharia Mecânica,0,Evadido
227,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
228,18,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
231,20,2021,0,3600,SISU,Engenharia Mecânica,0,Evadido
232,20,2021,2,3600,SISU,Engenharia Mecânica,0,Matriculado
234,19,2020,1,3600,SISU,Engenharia Mecânica,0,Matriculado
236,19,2019,1,3600,SISU,Engenharia Mecânica,0,Evadido
239,21,2021,4,3600,SISU,Engenharia Mecânica,0,Matriculado
243,21,2019,4,3600,SISU,Engenharia Mecânica,0,Evadido
244,20,2018,3,3600,SISU,Engenharia Mecânica,0,Evadido
245,19,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
247,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
249,18,2021,1,3600,Vestibular,Engenharia Mecânica,0,Evadido
250,21,2018,3,3600,SISU,Engenharia Mecânica,0,Matriculado
251,19,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
252,19,2018,4,3600,SISU,Engenharia Mecânica,0,Evadido
256,23,2019,6,3600,SISU,Engenharia Mecânica,0,Evadido
261,32,2019,8,3600,SISU,Engenharia Mecânica,0,Evadido
263,19,2019,2,3600,SISU,Engenharia Mecânica,0,Evadido
265,18,2019,1,3600,SISU,Engenharia Mecânica,0,Matriculado
266,30,2019,13,3600,SISU,Engenharia Mecânica,0,Evadido
268,20,2019,2,3600,SISU,Engenharia Mecânica,0,Matriculado
269,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
270,19,2022,1,3600,SISU,Engenharia Mecânica,0,Evadido
271,21,2021,3,3600,SISU,Engenharia Mecânica,0,Evadido
272,22,2018,2,3600,SISU,Engenharia Mecânica,0,Evadido
273,19,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
274,27,2021,9,3600,SISU,Engenharia Mecânica,0,Evadido
277,26,2022,8,3600,Vestibular,Engenharia Mecânica,0,Evadido
278,21,2018,4,3600,SISU,Engenharia Mecânica,0,Evadido
279,18,2018,1,3600,SISU,Engenharia Mecânica,0,Matriculado
280,27,2018,10,3600,Transferência externa,Engenharia Mecânica,0,Evadido
282,18,2018,1,3600,SISU,Engenharia Mecânica,0,Evadido
284,23,2018,4,3600,SISU,Engenharia Mecânica,0,Matriculado
286,21,2019,3,3600,SISU,Engenharia Mecânica,0,Evadido
287,19,2021,1,3600,SISU,Engenharia Mecânica,0,Evadido
291,19,2019,0,3600,SISU,Engenharia Mecânica,0,Matriculado
292,48,2021,22,3600,SISU,Engenharia Mecânica,0,Evadido
293,19,2022,1,3600,SISU,Engenharia Mecânica,0,Matriculado
297,18,2021,0,3600,SISU,Engenharia Mecânica,0,Evadido
298,18,2020,1,3600,SISU,Engenharia Mecânica,0,Evadido
299,22,2020,5,3600,SISU,Engenharia Mecânica,0,Evadido
300,18,2018,0,3390,Vestibular,Ciências Biológicas,0,Evadido
301,20,2020,2,3660,Vestibular,Engenharia de Produção,0,Matriculado
302,32,2019,14,3016,Vestibular,Administração,0,Matriculado
304,19,2020,1,3016,SISU,Administração,0,Evadido
305,21,2022,3,3283,Vestibular,Educação Física,0,Matriculado
306,19,2018,1,3834,Vestibular,Engenharia de Alimentos,0,Evadido
307,20,2019,2,3660,SISU,Engenharia de Produção,0,Evadido
308,23,2020,5,3390,SISU,Ciências Biológicas,0,Evadido
312,20,2022,1,3283,Vestibular,Educação Física,0,Matriculado
313,19,2021,0,3616,Vestibular,Engenharia de Computação,0,Evadido
320,19,2018,1,3660,Vestibular,Engenharia de Produção,0,Evadido
321,19,2018,1,3875,Transferência externa,Zootecnia,0,Matriculado
322,25,2018,8,3016,SISU,Administração,0,Evadido
325,21,2019,4,3390,Vestibular,Ciências Biológicas,0,Matriculado
327,20,2018,2,4373,Transferência externa,Medicina Veterinária,0,Matriculado
328,20,2018,2,3875,SISU,Zootecnia,0,Evadido
332,19,2019,2,3390,SISU,Ciências Biológicas,0,Evadido
333,19,2019,1,3616,Vestibular,Engenharia de Computação,0,Matriculado
336,18,2018,1,4007,Transferência externa,Agronomia,0,Evadido
337,22,2022,5,3283,SISU,Educação Física,0,Matriculado
338,18,2018,1,3834,Vestibular,Engenharia de Alimentos,0,Evadido
339,21,2018,2,3834,Vestibular,Engenharia de Alimentos,0,Evadido
340,25,2022,6,3875,Vestibular,Zootecnia,0,Matriculado
341,21,2018,3,3016,Transferência externa,Administração,0,Evadido
342,21,2018,3,3250,Vestibular,Física,0,Evadido
345,32,2021,4,3016,Vestibular,Administração,0,Matriculado
350,22,2021,4,4007,Transferência externa,Agronomia,0,Matriculado
351,20,2019,2,3834,SISU,Engenharia de Alimentos,0,Evadido
353,26,2021,9,3250,Obtenção de novo título,Física,0,Evadido
354,20,2020,6,4007,Vestibular,Agronomia,0,Matriculado
355,18,2018,0,3875,SISU,Zootecnia,0,Evadido
358,19,2021,0,3016,Vestibular,Administração,0,Evadido
360,19,2018,2,3616,Transferência externa,Engenharia de Computação,0,Matriculado
362,23,2020,4,3016,SISU,Administração,0,Matriculado
373,21,2020,3,4703,Vestibular,Medicina Veterinária,0,Matriculado
374,20,2019,7,3875,Vestibular,Zootecnia,0,Evadido
377,18,2022,1,4007,Transferência externa,Agronomia,0,Matriculado
378,18,2022,0,3660,SISU,Engenharia de Produção,0,Evadido
381,20,2021,2,4703,Vestibular,Medicina Veterinária,0,Matriculado
382,19,2020,1,3875,Vestibular,Zootecnia,0,Evadido
396,20,2020,3,3834,Vestibular,Engenharia de Alimentos,0,Evadido
397,18,2018,1,3250,Vestibular,Física,0,Evadido
399,23,2018,6,3390,Obtenção de novo título,Ciências Biológicas,0,Matriculado
403,19,2019,1,3834,SISU,Engenharia de Alimentos,0,Evadido
404,22,2022,4,3616,Transferência externa,Engenharia de Computação,0,Matriculado
407,27,2018,10,3016,Vestibular,Administração,0,Matriculado
409,21,2018,4,4373,Transferência externa,Medicina Veterinária,0,Matriculado
416,20,2019,3,3616,SISU,Engenharia de Computação,0,Matriculado
417,22,2021,4,4007,SISU,Agronomia,0,Matriculado
418,19,2018,1,3250,SISU,Física,0,Evadido
425,19,2019,0,3573,Vestibular,Administração ,0,Evadido
426,20,2020,1,3390,SISU,Ciências Biológicas,0,Matriculado
427,20,2020,1,4703,SISU,Medicina Veterinária,0,Matriculado
428,19,2019,0,3875,SISU,Zootecnia,0,Evadido
433,19,2018,1,4373,Transferência externa,Medicina Veterinária,0,Matriculado
434,19,2018,1,3875,SISU,Zootecnia,0,Evadido
438,21,2019,3,3834,SISU,Engenharia de Alimentos,0,Evadido
439,21,2019,3,3875,SISU,Zootecnia,0,Evadido
445,23,2018,6,3390,SISU,Ciências Biológicas,0,Evadido
446,23,2018,6,3616,Vestibular,Engenharia de Computação,0,Evadido
448,21,2019,4,3834,SISU,Engenharia de Alimentos,0,Evadido
449,24,2022,7,3660,Transferência externa,Engenharia de Produção,0,Matriculado
450,22,2020,4,3616,Vestibular,Engenharia de Computação,0,Matriculado
452,19,2021,0,4703,Vestibular,Medicina Veterinária,0,Evadido
455,21,2018,2,3834,Vestibular,Engenharia de Alimentos,0,Evadido
456,21,2018,4,3875,Transferência externa,Zootecnia,0,Matriculado
461,25,2018,8,3834,Vestibular,Engenharia de Alimentos,0,Evadido
462,27,2020,10,3875,Transferência externa,Zootecnia,0,Matriculado
463,22,2019,4,3016,Transferência externa,Administração,0,Evadido
464,21,2018,3,3250,Vestibular,Física,0,Evadido
467,27,2021,9,3390,SISU,Ciências Biológicas,0,Evadido
468,28,2022,10,3875,Vestibular,Zootecnia,0,Evadido
472,28,2020,11,3016,Vestibular,Administração,0,Evadido
474,23,2018,6,4007,Vestibular,Agronomia,0,Evadido
476,18,2018,1,3834,SISU,Engenharia de Alimentos,0,Evadido
477,18,2018,1,3660,Transferência externa,Engenharia de Produção,0,Matriculado
480,19,2018,1,4007,Transferência externa,Agronomia,0,Evadido
481,19,2018,1,3875,SISU,Zootecnia,0,Evadido
489,22,2021,4,4703,Vestibular,Medicina Veterinária,0,Matriculado
490,20,2019,2,3875,Vestibular,Zootecnia,0,Evadido
491,23,2021,5,4007,Vestibular,Agronomia,0,Matriculado
492,22,2020,4,3390,SISU,Ciências Biológicas,0,Evadido
496,24,2022,6,3283,SISU,Educação Física,0,Evadido
497,21,2021,3,3016,Transferência externa,Administração,0,Matriculado
498,18,2018,0,3660,Vestibular,Engenharia de Produção,0,Evadido
500,22,2022,5,4007,Transferência externa,Agronomia,0,Matriculado
501,21,2021,3,3834,SISU,Engenharia de Alimentos,0,Evadido
502,39,2020,20,4007,Vestibular,Agronomia,0,Matriculado
503,38,2019,19,3834,SISU,Engenharia de Alimentos,0,Evadido
506,21,2022,3,4007,Vestibular,Agronomia,0,Matriculado
507,19,2020,1,3875,Vestibular,Zootecnia,0,Evadido
509,19,2020,1,3016,SISU,Administração,0,Matriculado
510,20,2018,3,3390,Transferência externa,Ciências Biológicas,2022,Formado
511,19,2018,1,4373,Transferência externa,Medicina Veterinária,0,Matriculado
512,19,2018,1,3875,SISU,Zootecnia,0,Evadido
513,35,2022,18,3616,SISU,Engenharia de Computação,0,Evadido
516,40,2022,23,4007,Transferência externa,Agronomia,0,Matriculado
517,38,2020,17,3834,SISU,Engenharia de Alimentos,0,Evadido
518,40,2022,19,3875,Vestibular,Zootecnia,0,Evadido
522,20,2019,3,4007,Vestibular,Agronomia,2022,Formado
523,19,2019,2,3016,Vestibular,Administração,0,Matriculado
524,18,2018,1,3616,Vestibular,Engenharia de Computação,0,Evadido
525,22,2022,4,3616,SISU,Engenharia de Computação,0,Matriculado
526,22,2022,5,3660,SISU,Engenharia de Produção,0,Evadido
527,22,2022,1,4007,Vestibular,Agronomia,0,Matriculado
528,21,2021,0,3834,SISU,Engenharia de Alimentos,0,Evadido
533,22,2018,3,3016,Vestibular,Administração,0,Evadido
546,21,2022,4,4007,Transferência externa,Agronomia,0,Matriculado
547,32,2021,13,3016,SISU,Administração,0,Matriculado
551,19,2020,1,3390,Vestibular,Ciências Biológicas,0,Evadido
552,20,2021,2,3660,Transferência externa,Engenharia de Produção,0,Matriculado
558,19,2018,1,3616,SISU,Engenharia de Computação,0,Evadido
559,19,2018,2,3250,SISU,Física,0,Evadido
560,19,2018,2,4007,Vestibular,Agronomia,0,Evadido
561,19,2018,2,3390,Transferência externa,Ciências Biológicas,0,Matriculado
562,20,2022,3,4703,Transferência externa,Medicina Veterinária,0,Matriculado
563,19,2021,0,3875,SISU,Zootecnia,0,Evadido
564,20,2021,0,3834,SISU,Engenharia de Alimentos,0,Evadido
565,21,2022,1,3875,Vestibular,Zootecnia,0,Matriculado
566,21,2020,3,4007,SISU,Agronomia,0,Matriculado
567,20,2019,2,3834,SISU,Engenharia de Alimentos,0,Evadido
568,24,2021,7,3834,SISU,Engenharia de Alimentos,0,Evadido
569,24,2021,7,3616,SISU,Engenharia de Computação,0,Evadido
570,23,2019,5,3016,Vestibular,Administração,0,Matriculado
571,23,2019,5,3390,Vestibular,Ciências Biológicas,0,Evadido
578,25,2020,8,4703,Vestibular,Medicina Veterinária,0,Evadido
580,21,2020,2,3660,Vestibular,Engenharia de Produção,0,Matriculado
581,20,2019,1,3250,Vestibular,Física,0,Evadido
582,18,2019,1,3016,Vestibular,Administração,0,Matriculado
583,18,2019,1,3390,SISU,Ciências Biológicas,0,Evadido
586,20,2021,2,3616,Transferência externa,Engenharia de Computação,0,Evadido
587,19,2020,1,3660,SISU,Engenharia de Produção,0,Evadido
594,21,2018,3,3016,Vestibular,Administração,0,Evadido
598,20,2021,3,4007,Vestibular,Agronomia,0,Matriculado
599,19,2020,1,3834,SISU,Engenharia de Alimentos,0,Evadido
606,19,2018,2,3390,Vestibular,Ciências Biológicas,0,Evadido
607,19,2018,2,4373,SISU,Medicina Veterinária,0,Matriculado
612,22,2019,5,4273,Vestibular,Medicina Veterinária,0,Matriculado
614,20,2018,1,4007,SISU,Agronomia,0,Matriculado
615,20,2018,3,3834,Vestibular,Engenharia de Alimentos,0,Evadido
617,26,2020,8,3660,Vestibular,Engenharia de Produção,0,Matriculado
621,24,2020,8,3250,SISU,Física,0,Evadido
623,23,2019,6,3660,Vestibular,Engenharia de Produção,0,Matriculado
624,18,2021,0,4007,SISU,Agronomia,0,Evadido
625,19,2022,1,4703,Vestibular,Medicina Veterinária,0,Matriculado
628,21,2022,3,3016,SISU,Administração,0,Matriculado
629,19,2020,1,3616,Vestibular,Engenharia de Computação,0,Evadido
630,25,2020,8,3390,SISU,Ciências Biológicas,0,Evadido
632,18,2018,1,3390,SISU,Ciências Biológicas,0,Evadido
633,18,2018,0,4373,SISU,Medicina Veterinária,0,Matriculado
634,21,2018,4,3016,Transferência externa,Administração,0,Evadido
637,26,2022,7,3250,SISU,Física,0,Matriculado
639,20,2019,3,4273,Vestibular,Medicina Veterinária,0,Matriculado
640,19,2018,2,3875,SISU,Zootecnia,0,Evadido
641,26,2022,8,3283,SISU,Educação Física,0,Matriculado
643,23,2021,5,3016,Transferência externa,Administração,0,Evadido
644,22,2020,4,3390,SISU,Ciências Biológicas,0,Evadido
647,20,2018,3,3390,Vestibular,Ciências Biológicas,0,Evadido
649,23,2018,0,3834,Vestibular,Engenharia de Alimentos,0,Evadido
650,23,2018,0,3875,Transferência externa,Zootecnia,0,Evadido
652,20,2018,2,3660,Vestibular,Engenharia de Produção,0,Evadido
657,36,2022,18,3616,SISU,Engenharia de Computação,0,Matriculado
658,21,2019,3,4007,Transferência externa,Agronomia,0,Evadido
659,20,2018,2,3875,SISU,Zootecnia,0,Evadido
661,23,2019,6,3660,SISU,Engenharia de Produção,0,Evadido
662,20,2020,2,4703,Vestibular,Medicina Veterinária,0,Matriculado
663,19,2019,1,3875,SISU,Zootecnia,0,Evadido
665,20,2020,1,3390,Vestibular,Ciências Biológicas,0,Evadido
666,21,2021,2,3660,Transferência externa,Engenharia de Produção,0,Evadido
671,19,2018,1,4373,Transferência externa,Medicina Veterinária,0,Matriculado
672,19,2018,0,3875,SISU,Zootecnia,0,Evadido
673,20,2018,2,3834,Vestibular,Engenharia de Alimentos,0,Evadido
674,20,2018,2,3875,Transferência externa,Zootecnia,0,Evadido
680,19,2018,0,3390,Vestibular,Ciências Biológicas,0,Evadido
681,20,2019,1,4273,Vestibular,Medicina Veterinária,0,Evadido
682,19,2021,0,4007,SISU,Agronomia,0,Evadido
683,22,2020,2,3834,SISU,Engenharia de Alimentos,0,Evadido
684,23,2021,3,3875,Vestibular,Zootecnia,0,Matriculado
685,18,2022,1,3660,Transferência externa,Engenharia de Produção,0,Matriculado
688,21,2022,4,4703,Vestibular,Medicina Veterinária,0,Matriculado
689,20,2021,3,3875,Vestibular,Zootecnia,0,Evadido
695,19,2020,1,3390,SISU,Ciências Biológicas,0,Evadido
696,20,2021,2,4703,Transferência externa,Medicina Veterinária,0,Matriculado
697,25,2019,7,3016,Vestibular,Administração,0,Matriculado
702,20,2022,3,4703,Transferência externa,Medicina Veterinária,0,Matriculado
703,19,2021,1,3875,SISU,Zootecnia,0,Evadido
704,19,2021,1,3390,SISU,Ciências Biológicas,0,Evadido
705,20,2022,2,3875,Vestibular,Zootecnia,0,Matriculado
707,18,2020,1,3390,SISU,Ciências Biológicas,0,Evadido
708,19,2021,2,4703,Vestibular,Medicina Veterinária,0,Evadido
709,20,2022,2,3016,SISU,Administração,0,Evadido
710,20,2022,3,3660,Transferência externa,Engenharia de Produção,0,Matriculado
715,19,2022,2,4703,Transferência externa,Medicina Veterinária,0,Matriculado
716,18,2021,1,3875,SISU,Zootecnia,0,Evadido
718,27,2019,10,3390,Vestibular,Ciências Biológicas,0,Evadido
719,27,2019,9,3875,SISU,Zootecnia,0,Matriculado
722,20,2018,1,3834,Vestibular,Engenharia de Alimentos,0,Evadido
723,20,2018,3,3875,Transferência externa,Zootecnia,0,Matriculado
730,21,2019,3,3016,Vestibular,Administração,0,Evadido
731,20,2018,2,3250,Vestibular,Física,0,Evadido
734,19,2019,2,3616,Transferência externa,Engenharia de Computação,0,Matriculado
735,18,2018,1,3250,Vestibular,Física,0,Evadido
737,22,2019,0,3390,SISU,Ciências Biológicas,0,Evadido
738,19,2022,2,4703,Transferência externa,Medicina Veterinária,0,Matriculado
739,18,2021,0,3875,Vestibular,Zootecnia,0,Evadido
744,21,2021,3,4703,Transferência externa,Medicina Veterinária,0,Matriculado
745,20,2020,1,3875,Vestibular,Zootecnia,0,Evadido
751,21,2018,1,3390,SISU,Ciências Biológicas,0,Evadido
752,21,2018,1,3616,Transferência externa,Engenharia de Computação,0,Matriculado
753,19,2019,2,4007,SISU,Agronomia,0,Matriculado
754,18,2018,1,3834,Vestibular,Engenharia de Alimentos,0,Evadido
767,22,2018,5,3250,SISU,Física,0,Evadido
768,20,2022,2,3660,SISU,Engenharia de Produção,0,Matriculado
769,23,2020,6,3616,SISU,Engenharia de Computação,0,Evadido
771,22,2019,4,3660,SISU,Engenharia de Produção,0,Evadido
772,23,2020,5,4703,Vestibular,Medicina Veterinária,0,Matriculado
773,22,2019,4,3875,Transferência externa,Zootecnia,0,Evadido
775,21,2022,1,4703,Vestibular,Medicina Veterinária,0,Matriculado
778,20,2022,3,3016,SISU,Administração,0,Matriculado
779,18,2020,1,3390,SISU,Ciências Biológicas,0,Evadido
782,35,2022,7,3016,Vestibular,Administração,0,Matriculado
783,32,2019,15,3250,SISU,Física,0,Evadido
785,26,2022,9,3616,Vestibular,Engenharia de Computação,0,Evadido
786,19,2021,2,3660,SISU,Engenharia de Produção,0,Matriculado
