id,campus,curso,turno,ultima_avaliacao_mec,relacao_aluno_professor,perc_rfp_ate_1salmeio_curso,area_conhecimento,grau_academico
15762,Sabará,Administração,Integral,0,2.70,39,Ciências Sociais Aplicadas,Bacharelado
15763,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15764,Sabará,Processos Gerenciais,Noturno,3,1.20,41,Ciências Sociais Aplicadas,Tecnológico
15765,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15766,Sabará,Engenharia de Controle e Automação,Integral,0,4.30,40,Engenharias,Bacharelado
15769,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15771,Sabará,Processos Gerenciais,Noturno,3,1.20,41,Ciências Sociais Aplicadas,Tecnológico
15772,Sabará,Processos Gerenciais,Noturno,3,1.20,41,Ciências Sociais Aplicadas,Tecnológico
15776,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15777,Sabará,Administração,Noturno,0,2.70,39,Ciências Sociais Aplicadas,Bacharelado
15780,Sabará,Engenharia de Controle e Automação,Integral,0,4.30,40,Engenharias,Bacharelado
15782,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15783,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15784,Sabará,Sistemas de Informação,Integral,4,4.60,41,Ciências Exatas e da Terra,Bacharelado
15787,Sabará,Engenharia de Controle e Automação,Integral,0,4.30,40,Engenharias,Bacharelado
15788,Sabará,Sistemas de Informação,Integral,4,4.60,41,Ciências Exatas e da Terra,Bacharelado
15789,Sabará,Engenharia de Controle e Automação,Integral,0,4.30,40,Engenharias,Bacharelado
15790,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15791,Sabará,Processos Gerenciais,Noturno,3,1.20,41,Ciências Sociais Aplicadas,Tecnológico
15794,Sabará,Sistemas de Informação,Integral,4,4.60,41,Ciências Exatas e da Terra,Bacharelado
15795,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15796,Sabará,Engenharia de Controle e Automação,Integral,0,4.30,40,Engenharias,Bacharelado
15797,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15798,Sabará,Logística,Noturno,3,3.30,34,Engenharias,Tecnológico
15799,Santa Luzia,Engenharia Civil,Noturno,4,6.40,46,Engenharias,Bacharelado
15801,Santa Luzia,Engenharia Civil,Noturno,4,6.40,46,Engenharias,Bacharelado
15802,Santa Luzia,Design de Interiores,Noturno,4,3.90,37,Ciências Sociais Aplicadas,Tecnológico
15804,Santa Luzia,Design de Interiores,Noturno,4,3.90,37,Ciências Sociais Aplicadas,Tecnológico
15807,Santa Luzia,Arquitetura e Urbanismo,Vespertino,4,5.80,62,Ciências Sociais Aplicadas,Bacharelado
15808,Santa Luzia,Design de Interiores,Noturno,4,3.90,37,Ciências Sociais Aplicadas,Tecnológico
15809,Santa Luzia,Arquitetura e Urbanismo,Vespertino,4,5.80,62,Ciências Sociais Aplicadas,Bacharelado
15810,Santa Luzia,Arquitetura e Urbanismo,Vespertino,4,5.80,62,Ciências Sociais Aplicadas,Bacharelado
