id,campus,curso,turno,ultima_avaliacao_mec,relacao_aluno_professor,perc_rfp_ate_1salmeio_curso,area_conhecimento,grau_academico
7,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
12,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
17,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
24,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
25,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
27,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
29,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
30,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
31,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
32,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
33,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
34,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
35,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
36,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
38,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
39,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
40,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
41,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
42,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
43,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
44,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
45,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
47,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
48,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
50,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
51,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
52,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
55,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
56,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
58,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
60,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
61,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
62,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
64,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
65,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
66,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
67,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
68,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
69,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
70,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
71,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
72,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
73,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
74,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
75,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
76,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
78,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
79,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
80,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
81,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
82,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
83,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
86,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
87,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
91,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
92,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
93,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
94,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
95,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
99,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
102,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
103,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
104,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
105,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
107,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
108,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
113,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
115,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
118,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
121,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
122,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
123,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
124,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
125,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
127,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
128,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
129,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
131,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
132,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
133,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
134,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
136,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
137,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
138,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
139,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
140,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
141,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
142,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
143,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
145,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
146,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
147,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
149,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
151,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
152,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
153,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
154,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
157,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
158,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
159,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
160,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
162,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
164,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
167,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
168,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
173,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
175,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
176,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
177,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
179,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
180,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
181,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
182,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
185,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
186,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
187,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
189,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
190,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
191,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
192,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
193,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
194,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
195,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
196,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
197,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
198,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
199,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
200,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
204,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
206,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
208,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
209,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
210,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
211,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
213,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
214,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
215,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
216,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
217,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
218,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
219,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
221,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
222,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
223,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
224,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
225,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
226,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
227,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
228,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
231,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
232,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
234,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
236,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
239,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
243,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
244,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
245,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
247,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
249,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
250,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
251,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
252,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
256,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
261,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
263,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
265,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
266,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
268,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
269,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
270,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
271,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
272,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
273,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
274,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
277,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
278,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
279,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
280,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
282,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
284,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
286,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
287,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
291,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
292,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
293,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
297,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
298,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
299,Arcos,Engenharia Mecânica,Integral,5,9.50,78,Engenharias,Bacharelado
300,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
301,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
302,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
304,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
305,Bambuí,Educação Física,Noturno,0,0.40,59,Ciências da Saúde,Licenciatura
306,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
307,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
308,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
312,Bambuí,Educação Física,Noturno,0,0.40,59,Ciências da Saúde,Licenciatura
313,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
320,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
321,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
322,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
325,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
327,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
328,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
332,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
333,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
336,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
337,Bambuí,Educação Física,Noturno,0,0.40,59,Ciências da Saúde,Licenciatura
338,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
339,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
340,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
341,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
342,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
345,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
350,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
351,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
353,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
354,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
355,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
358,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
360,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
362,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
373,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
374,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
377,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
378,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
381,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
382,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
396,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
397,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
399,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
403,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
404,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
407,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
409,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
416,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
417,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
418,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
425,Bambuí,Administração ,Integral,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
426,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
427,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
428,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
433,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
434,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
438,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
439,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
445,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
446,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
448,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
449,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
450,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
452,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
455,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
456,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
461,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
462,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
463,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
464,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
467,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
468,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
472,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
474,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
476,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
477,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
480,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
481,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
489,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
490,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
491,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
492,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
496,Bambuí,Educação Física,Noturno,0,0.40,59,Ciências da Saúde,Licenciatura
497,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
498,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
500,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
501,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
502,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
503,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
506,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
507,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
509,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
510,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
511,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
512,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
513,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
516,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
517,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
518,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
522,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
523,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
524,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
525,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
526,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
527,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
528,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
533,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
546,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
547,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
551,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
552,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
558,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
559,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
560,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
561,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
562,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
563,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
564,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
565,Bambuí,Zootecnia,Integral,3,1.70,84,Ciências Agrárias,Bacharelado
566,Bambuí,Agronomia,Integral,4,1.90,81,Ciências Agrárias,Bacharelado
567,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
568,Bambuí,Engenharia de Alimentos,Integral,2,0.70,90,Ciências Agrárias,Bacharelado
569,Bambuí,Engenharia de Computação,Integral,3,1.50,70,Engenharias,Bacharelado
570,Bambuí,Administração,Noturno,3,1.70,90,Ciências Sociais Aplicadas,Bacharelado
571,Bambuí,Ciências Biológicas,Noturno,3,1.00,92,Ciências Biológicas,Licenciatura
578,Bambuí,Medicina Veterinária,Integral,4,1.50,72,Ciências Agrárias,Bacharelado
580,Bambuí,Engenharia de Produção,Integral,2,1.20,80,Engenharias,Bacharelado
581,Bambuí,Física,Noturno,2,0.50,95,Ciências Exatas e da Terra,Licenciatura
