id,natural_cidade_campus,qtd_periodos_cursados,genero,cor
9852,N,7,F,Parda
9854,N,10,F,Parda
9855,N,7,M,Preta
9861,S,2,F,Parda
9864,N,5,F,Parda
9870,S,8,F,Parda
9873,N,8,F,Parda
9903,N,3,F,Parda
9904,N,8,F,Parda
9906,N,3,F,Branca
9913,S,7,F,Parda
9921,S,6,F,Parda
9923,N,7,F,Parda
9927,S,7,F,Parda
9931,S,5,F,Parda
9933,S,3,F,Preta
9956,N,5,M,Parda
9962,S,9,F,Parda
9968,N,5,F,Parda
9971,S,3,F,Parda
10021,S,3,F,Parda
10024,N,7,M,Parda
10043,N,2,F,Parda
10048,N,5,F,Parda
10068,N,2,F,Parda
10070,N,9,F,Parda
10071,S,8,M,Parda
10082,N,7,F,Parda
10090,N,7,M,Parda
10093,N,8,F,Parda
10099,S,9,F,Parda
10104,S,7,M,Parda
10106,N,8,F,Parda
10120,N,11,M,Parda
10124,N,4,F,Parda
10143,N,8,F,Preta
10182,N,5,M,Parda
10195,N,2,F,Parda
10199,N,3,M,Parda
10207,N,8,F,Parda
10212,S,10,F,Parda
10220,N,7,M,Parda
10225,S,5,F,Parda
10226,N,8,F,Parda
10235,N,1,F,Parda
10240,S,7,F,Parda
10260,N,8,F,Parda
10261,N,5,F,Parda
10262,N,8,F,Parda
10307,S,2,M,Parda
10314,N,7,F,Parda
10317,N,10,F,Parda
10318,S,1,F,Parda
10321,N,8,F,Parda
10324,N,8,F,Parda
10338,N,7,F,Parda
10339,N,8,F,Parda
10404,N,9,F,Parda
10475,N,3,F,Parda
10487,N,8,F,Parda
10492,N,7,F,Branca
10493,S,9,F,Parda
10500,N,2,M,Parda
10502,N,8,F,Parda
10503,S,5,M,Parda
10506,S,3,M,Parda
10523,N,10,M,Parda
10526,N,3,F,Branca
10532,N,5,M,Parda
10568,N,9,F,Parda
10571,N,3,F,Parda
10572,N,3,F,Parda
10594,S,7,F,Parda
10595,N,5,F,Parda
10598,N,7,F,Parda
10601,N,10,F,Branca
10605,N,5,F,Parda
10607,S,8,F,Parda
10610,N,5,M,Parda
10611,N,7,F,Parda
10612,S,8,F,Parda
10613,S,5,F,Parda
10615,N,1,F,Parda
10618,N,5,F,Parda
10623,N,10,F,Parda
10627,S,5,F,Parda
10632,N,7,F,Parda
10641,S,7,F,Parda
10643,N,9,F,Parda
10644,N,2,F,Parda
10652,N,9,M,Parda
10660,N,5,M,Parda
10666,N,8,F,Parda
10669,N,7,F,Parda
10675,N,3,F,Parda
10678,N,3,F,Parda
10695,N,7,F,Parda
10697,N,3,F,Parda
10708,N,3,M,Branca
10710,N,3,M,Parda
10711,N,9,F,Parda
10719,N,8,F,Branca
10721,N,7,F,Parda
10722,N,3,F,Parda
10732,N,3,M,Preta
10752,N,1,F,Parda
10754,N,8,F,Parda
10760,N,3,F,Parda
10763,N,7,F,Preta
10765,N,8,F,Parda
10772,S,3,M,Parda
10779,S,3,F,Parda
10794,N,9,F,Branca
10805,S,3,F,Parda
10823,S,3,M,Parda
10832,S,8,M,Parda
10860,N,9,F,Parda
10864,N,8,F,Parda
10865,N,9,F,Parda
10878,N,8,F,Parda
10880,S,10,F,Parda
10890,N,7,F,Parda
10897,N,6,M,Amarela
10904,N,8,M,Parda
10934,N,7,M,Branca
10940,N,7,F,Amarela
10941,S,5,F,Parda
10946,N,10,F,Parda
10967,S,7,F,Parda
10969,S,7,F,Parda
10978,S,7,F,Parda
10985,S,3,M,Parda
10988,N,8,F,Parda
10989,N,3,F,Parda
10996,N,2,M,Parda
11002,N,3,F,Parda
11022,N,4,F,Parda
11031,S,3,M,Parda
11035,N,6,M,Parda
11046,N,8,M,Parda
11068,N,7,F,Parda
11079,N,5,M,Parda
11082,S,8,F,Parda
11109,N,8,F,Parda
11110,N,8,F,Parda
11119,N,3,F,Parda
11121,S,8,F,Parda
11128,N,9,F,Branca
11142,S,5,F,Parda
11158,N,4,M,Parda
11161,S,1,M,Parda
11170,S,5,F,Parda
11172,N,8,F,Parda
11182,N,8,F,Parda
11194,N,5,F,Parda
11197,N,5,F,Parda
11206,N,8,F,Parda
11209,N,7,F,Parda
11213,N,8,F,Branca
11216,N,10,F,Parda
11225,N,3,F,Parda
11228,N,5,F,Parda
11240,N,5,F,Preta
11250,N,8,F,Parda
11258,N,4,F,Parda
11259,N,5,F,Parda
11263,S,7,F,Parda
11266,N,3,F,Parda
11273,N,7,F,Parda
11276,S,1,M,Parda
11280,N,8,F,Parda
11282,N,7,F,Parda
11297,N,9,M,Parda
11298,N,3,M,Parda
11309,N,7,F,Parda
11314,N,9,F,Parda
11331,N,1,M,Parda
11337,S,10,F,Parda
11339,N,8,M,Parda
11344,S,3,M,Parda
11356,S,7,F,Parda
11357,N,9,F,Parda
11359,N,7,F,Parda
11360,N,8,F,Branca
11363,N,7,F,Parda
11368,N,1,F,Parda
11373,N,7,M,Parda
11374,N,6,F,Parda
11387,N,5,M,Parda
11399,N,6,M,Parda
11405,S,9,F,Parda
11407,N,1,F,Parda
11420,N,1,F,Branca
11425,S,1,F,Parda
11432,N,6,M,Parda
11433,N,1,M,Parda
11445,N,4,M,Branca
11446,N,4,M,Branca
11476,N,2,M,Parda
11477,N,1,M,Parda
11489,N,1,F,Parda
11490,N,6,F,Parda
11496,S,2,M,Preta
11525,N,12,M,Preta
11529,N,5,M,Amarela
11537,N,8,F,Branca
11594,N,2,F,Branca
11602,N,3,F,Parda
11618,N,6,M,Branca
11674,S,5,M,Parda
11681,N,5,F,Branca
11683,N,7,F,Parda
11689,N,1,M,Branca
11723,S,4,F,Parda
11768,N,8,F,Parda
11790,N,9,F,Parda
11802,N,8,F,Parda
11815,S,4,M,Preta
11840,S,6,F,Parda
11852,N,7,M,Parda
11864,N,7,F,Branca
11888,N,4,F,Parda
11896,N,6,F,Indígena
11920,N,8,M,Parda
11924,S,6,M,Preta
11938,N,9,F,Branca
11942,N,8,M,Parda
11944,S,3,F,Parda
11950,N,4,M,Branca
11970,N,10,F,Parda
11994,N,5,F,Parda
12003,N,2,F,Preta
12006,N,7,F,Parda
12037,N,7,M,Preta
12040,S,10,F,Preta
12048,N,6,F,Preta
12059,N,7,F,Branca
12072,S,9,F,Parda
12077,N,8,M,Parda
12102,N,9,F,Preta
12113,N,8,M,Preta
12130,N,6,M,Parda
12154,N,10,F,Parda
12165,N,4,F,Branca
12176,N,8,F,Preta
12181,N,6,F,Parda
12188,S,4,M,Parda
12191,S,5,F,Preta
12205,N,2,F,Parda
12206,N,9,F,Parda
12214,N,5,F,Parda
12223,N,7,F,Branca
12244,N,8,F,Preta
12248,S,6,F,Parda
12271,S,9,F,Parda
12292,N,2,F,Parda
12300,N,1,M,Parda
12314,S,2,M,Amarela
12339,N,8,F,Branca
12368,S,2,F,Parda
12382,S,4,F,Branca
12409,N,2,F,Parda
12419,N,5,F,Branca
12424,N,4,F,Parda
12475,S,3,F,Parda
12486,S,8,F,Parda
12489,N,4,F,Parda
12496,N,6,F,Branca
12505,N,10,F,Parda
12510,S,9,F,Parda
12515,N,8,F,Parda
12519,N,2,F,Branca
12526,S,9,F,Parda
12533,N,10,M,Branca
12536,N,6,M,Parda
12547,S,1,F,Parda
12581,S,8,F,Preta
12588,S,5,F,Parda
12654,S,10,M,Parda
12665,S,6,M,Parda
12668,S,3,F,Preta
12671,N,8,F,Parda
12672,S,10,F,Preta
12679,N,9,F,Branca
12685,N,6,F,Branca
12702,S,1,M,Parda
12714,N,8,F,Branca
12743,N,6,F,Branca
12757,N,6,F,Branca
12761,N,4,F,Branca
12809,S,4,F,Preta
12818,N,1,M,Branca
12869,S,8,F,Parda
12878,N,11,M,Parda
12880,N,3,F,Branca
12888,N,2,M,Branca
12896,N,1,F,Parda
12899,N,11,F,Preta
12904,S,4,F,Preta
12918,N,7,F,Preta
12950,S,9,F,Preta
12964,S,8,F,Preta
12974,N,10,F,Parda
12976,S,9,M,Preta
12977,N,1,M,Preta
12985,S,2,M,Preta
12989,N,4,M,Preta
12999,S,8,F,Preta
13000,S,10,M,Preta
13014,N,10,F,Preta
13016,N,10,M,Preta
13020,N,3,F,Preta
13058,N,9,M,Preta
13072,S,11,F,Preta
13073,S,9,M,Preta
13079,N,11,F,Preta
13080,S,3,M,Preta
13084,S,2,M,Branca
13091,S,7,F,Preta
13096,S,11,F,Preta
13106,S,7,F,Preta
13113,N,7,M,Preta
13114,N,9,F,Preta
13129,N,6,F,Preta
13158,N,2,M,Preta
13168,S,7,F,Preta
13171,S,11,F,Preta
13176,N,3,F,Preta
13185,S,10,M,Amarela
13196,N,9,F,Preta
13209,N,8,M,Preta
13211,N,11,M,Preta
13224,N,7,F,Preta
13234,S,11,F,Preta
13235,N,10,F,Preta
13251,S,7,M,Preta
13266,S,4,F,Parda
13267,S,3,M,Parda
13272,S,3,F,Preta
13275,N,4,F,Parda
13276,S,5,F,Parda
13281,N,5,F,Preta
13285,S,3,F,Parda
13296,S,4,M,Parda
13300,S,5,M,Preta
13301,N,3,M,Preta
13308,S,4,M,Branca
13309,S,5,F,Preta
13311,S,6,F,Preta
13323,S,6,F,Branca
13340,S,4,F,Preta
13353,S,5,F,Parda
13354,N,6,F,Branca
13359,S,4,F,Branca
13364,N,3,F,Preta
13372,S,4,M,Parda
13374,S,5,M,Branca
13379,N,5,M,Preta
13383,N,4,F,Preta
13392,N,8,F,Parda
13401,N,8,F,Parda
13409,N,6,F,Branca
13416,S,5,F,Branca
13452,N,6,F,Branca
13461,N,4,F,Parda
13462,N,6,F,Parda
13468,N,3,F,Parda
13476,N,5,F,Parda
13477,N,1,F,Parda
13484,N,2,F,Parda
13485,N,1,F,Parda
13499,N,11,F,Preta
13505,N,11,F,Preta
13513,N,6,M,Branca
13523,N,8,F,Branca
13526,N,6,F,Parda
13527,N,1,F,Parda
13537,S,1,M,Parda
13538,N,11,F,Preta
13553,N,6,F,Parda
13559,N,4,M,Parda
13566,N,2,M,Parda
13567,N,1,M,Parda
13568,N,5,F,Branca
13575,N,8,F,Branca
13578,N,1,F,Parda
13587,S,4,F,Branca
13592,N,9,F,Preta
13602,N,5,F,Preta
13605,N,9,F,Parda
13609,N,7,F,Parda
13621,N,7,F,Parda
13655,S,7,F,Parda
13667,N,1,F,Branca
13677,N,3,F,Branca
13678,N,3,M,Preta
13680,S,1,M,Parda
13694,N,5,M,Parda
13699,N,8,F,Parda
13703,N,1,F,Parda
13710,N,5,F,Preta
13719,N,8,F,Preta
13720,S,5,F,Preta
13722,N,4,F,Branca
13724,S,2,F,Parda
13742,N,4,F,Parda
13753,S,1,F,Preta
13760,N,7,M,Parda
13780,N,1,M,Preta
13783,N,1,M,Preta
13784,N,1,F,Preta
13792,N,1,F,Parda
13798,S,1,F,Preta
13804,S,2,M,Preta
13806,N,2,F,Parda
13813,S,2,F,Branca
13840,N,6,M,Branca
13862,N,5,M,Parda
13865,N,6,M,Branca
13875,N,7,F,Parda
13878,S,3,F,Preta
13883,S,7,F,Preta
13897,N,6,M,Parda
13900,N,1,M,Parda
13901,N,8,M,Branca
13904,N,1,M,Parda
13915,N,9,F,Parda
13921,N,8,F,Amarela
13924,N,5,F,Preta
13932,N,7,F,Branca
13946,N,1,M,Preta
13951,N,8,M,Parda
13953,N,8,F,Branca
13963,S,8,F,Parda
13976,N,4,F,Preta
13981,N,4,F,Preta
13983,N,2,F,Parda
13992,N,5,F,Branca
13999,N,5,M,Preta
14009,N,10,M,Parda
14011,N,1,M,Parda
14012,N,1,M,Preta
14013,N,8,M,Preta
14014,N,3,F,Preta
14066,N,8,F,Parda
14068,N,8,F,Parda
14080,S,2,F,Preta
14083,N,8,F,Branca
14100,N,7,M,Parda
14104,N,7,M,Branca
14107,N,3,M,Parda
14118,N,4,M,Parda
14120,N,1,M,Preta
14136,N,11,F,Amarela
14140,N,1,F,Parda
14149,N,1,F,Amarela
14170,N,8,M,Parda
14192,N,8,M,Branca
14196,N,2,F,Preta
14198,N,3,F,Branca
14202,N,5,F,Parda
14219,N,1,M,Parda
14230,N,5,M,Parda
14242,N,8,F,Parda
14247,N,1,F,Preta
14261,N,8,M,Parda
14266,N,5,F,Branca
14269,N,7,M,Parda
14289,N,7,F,Branca
14296,N,8,F,Parda
14300,N,4,F,Branca
14306,N,2,F,Parda
14307,S,10,F,Parda
14327,S,2,F,Branca
14345,S,8,F,Parda
14348,S,10,F,Branca
14350,N,1,F,Preta
14352,N,9,F,Preta
14354,N,8,M,Branca
14376,S,5,F,Branca
14428,N,2,F,Branca
14429,N,3,F,Preta
14442,N,3,F,Branca
14445,N,7,F,Branca
14453,N,7,M,Preta
14474,N,6,M,Parda
14501,N,1,F,Parda
14509,S,2,F,Preta
14517,N,6,F,Branca
14531,N,7,F,Branca
14536,N,6,M,Branca
14539,N,1,F,Preta
14564,N,6,M,Parda
14574,S,7,F,Parda
14592,S,7,M,Parda
14598,S,1,M,Parda
14606,N,1,F,Branca
14610,N,6,M,Branca
14640,N,6,F,Parda
14670,N,6,M,Preta
14671,N,2,M,Preta
14679,N,3,F,Branca
14683,S,2,M,Parda
14684,S,2,M,Parda
14696,S,1,M,Parda
14697,S,5,M,Parda
14703,S,8,M,Preta
14704,S,1,M,Preta
14724,N,2,F,Parda
14725,N,7,F,Parda
14749,S,7,M,Preta
14757,N,6,M,Parda
14786,N,10,F,Branca
14831,N,3,M,Preta
14837,S,2,F,Preta
14863,N,4,M,Branca
14870,N,2,M,Preta
14881,N,5,F,Branca
14914,N,8,F,Parda
14916,N,8,F,Parda
14921,N,5,F,Parda
14955,N,6,M,Preta
14959,N,4,F,Parda
14963,N,4,F,Parda
14971,S,8,M,Parda
14979,N,5,M,Parda
15023,N,4,M,Parda
15033,S,8,M,Branca
15053,S,3,M,Parda
15057,N,6,M,Preta
15061,N,2,F,Preta
15073,N,8,M,Parda
15086,N,2,M,Preta
15098,N,4,F,Parda
15100,N,4,M,Branca
15120,N,2,M,Preta
15165,N,4,M,Parda
15173,N,5,M,Parda
15175,N,6,M,Parda
15178,N,6,M,Preta
15188,S,2,F,Preta
15193,S,5,F,Parda
15199,S,5,F,Parda
15200,S,5,F,Preta
15204,N,5,M,Branca
15218,N,7,M,Parda
15229,S,5,F,Preta
15242,S,6,M,Preta
15244,N,1,M,Preta
15268,S,4,M,Branca
15271,N,2,F,Preta
15277,N,2,F,Preta
15283,N,1,F,Preta
15290,N,2,F,Parda
15293,S,6,F,Preta
15316,S,6,F,Preta
15336,N,5,F,Parda
15345,N,5,M,Parda
15348,N,2,M,Preta
15368,N,1,F,Parda
15384,N,5,F,Parda
15389,N,1,M,Preta
15408,N,2,F,Preta
15425,N,8,M,Parda
15430,N,5,M,Parda
15466,N,1,M,Parda
15479,N,8,M,Parda
15487,N,5,M,Preta
15508,S,2,M,Preta
15509,N,5,M,Preta
15511,S,4,M,Preta
15512,S,6,M,Preta
15522,N,4,M,Branca
15524,N,5,F,Parda
15526,N,6,F,Parda
15532,N,6,F,Preta
15549,N,6,M,Preta
15568,N,6,M,Preta
15577,N,4,M,Parda
15582,S,6,M,Parda
15585,N,6,F,Preta
15586,S,2,F,Preta
15588,S,4,F,Parda
15592,N,2,F,Preta
15598,N,2,M,Branca
15599,N,5,F,Parda
15604,S,2,F,Preta
15637,S,2,M,Preta
15647,N,7,F,Parda
15654,N,6,M,Parda
15662,N,8,F,Parda
15664,N,5,F,Parda
15674,S,6,F,Parda
15679,S,6,F,Preta
15695,S,6,M,Preta
15708,S,6,M,Parda
15737,N,7,M,Branca
15764,N,6,F,Branca
15784,N,2,M,Preta
15787,N,4,M,Preta
15789,S,8,M,Parda
15797,S,1,M,Preta
15813,N,3,F,Parda
15814,N,6,F,Parda
15825,N,4,F,Preta
15826,N,2,F,Preta
15830,N,1,M,Parda
15831,N,5,M,Parda
15832,N,9,F,Parda
15843,N,7,M,Preta
15848,S,6,M,Parda
15849,S,2,M,Parda
15850,N,6,F,Parda
15852,N,10,F,Branca
15862,N,1,M,Preta
15864,N,4,M,Branca
15867,N,2,F,Branca
15883,N,4,F,Parda
15885,N,7,F,Branca
15900,N,7,F,Preta
15901,N,7,F,Branca
15902,N,3,F,Branca
15921,N,2,M,Branca
15922,N,3,M,Branca
15926,N,4,F,Preta
15936,S,1,M,Parda
15940,N,9,M,Preta
15943,N,4,M,Preta
15946,N,6,F,Preta
15962,N,10,F,Parda
15978,N,4,F,Preta
15986,N,6,F,Parda
15992,N,8,F,Branca
15997,N,2,F,Preta
16040,S,8,F,Parda
16041,N,6,F,Preta
16048,N,10,F,Parda
16058,N,5,F,Parda
16112,N,2,F,Preta
16113,N,5,F,Branca
16152,S,7,F,Preta
16163,N,4,F,Parda
16169,N,6,M,Branca
16173,N,4,M,Parda
16213,N,6,M,Branca
16214,S,6,F,Parda
16223,N,4,F,Preta
16227,N,8,M,Preta
16254,N,10,M,Parda
16257,S,9,M,Parda
16258,N,5,M,Preta
16262,N,7,M,Parda
16279,N,2,F,Parda
16290,S,4,F,Parda
16292,N,8,F,Branca
16323,N,8,M,Parda
16328,S,7,F,Parda
16360,N,8,F,Preta
16367,N,6,F,Parda
16374,N,8,M,Branca
16379,N,5,F,Parda
16392,S,2,M,Preta
16396,N,4,M,Preta
16453,N,6,F,Preta
16458,N,10,M,Parda
16470,N,6,F,Parda
16471,N,6,F,Branca
16477,N,10,F,Parda
16479,N,6,M,Parda
16497,S,4,F,Preta
16522,N,1,M,Parda
16531,N,8,F,Parda
16558,N,8,M,Parda
16570,N,8,M,Parda
16573,N,2,M,Branca
16578,N,4,F,Branca
16589,N,7,F,Branca
16592,N,4,M,Parda
16618,N,7,M,Branca
16623,N,9,M,Parda
16645,N,5,F,Branca
16651,N,2,F,Parda
16657,N,2,F,Preta
16659,N,2,F,Preta
16667,N,4,F,Preta
16677,N,6,F,Parda
16688,N,2,M,Branca
16697,N,5,F,Parda
16729,N,8,F,Preta
16752,N,6,F,Parda
16772,N,8,F,Branca
16784,S,2,F,Branca
16790,N,7,F,Preta
16847,N,6,M,Branca
16852,N,8,M,Branca
16854,N,10,F,Branca
16863,N,6,F,Parda
16880,N,8,F,Parda
16883,N,6,F,Branca
16885,N,3,F,Parda
16920,N,5,M,Branca
16931,N,10,F,Parda
16935,N,10,F,Parda
16940,S,8,F,Parda
16944,N,8,M,Preta
16952,N,8,M,Branca
16960,N,1,F,Branca
16980,N,8,F,Branca
17003,N,3,F,Branca
17004,N,6,F,Parda
17006,N,3,F,Branca
17007,N,9,F,Parda
17029,N,3,F,Parda
17030,N,1,F,Parda
17038,N,10,M,Branca
17051,N,7,F,Branca
17052,N,3,F,Branca
17053,N,1,M,Branca
17055,N,9,M,Parda
17056,N,1,M,Parda
17072,N,5,F,Branca
17073,N,1,F,Parda
17074,N,11,M,Branca
17077,N,8,M,Parda
17080,N,2,M,Branca
17081,N,3,M,Parda
17086,N,11,F,Branca
17095,N,7,F,Branca
17096,N,2,F,Branca
17097,S,7,F,Parda
17099,N,9,F,Branca
17100,N,3,F,Parda
17101,N,4,F,Branca
17102,N,7,F,Parda
17105,N,3,F,Branca
17106,N,2,F,Parda
17107,N,7,F,Branca
17108,N,3,F,Parda
17113,N,9,F,Branca
17114,N,3,F,Parda
17116,N,5,F,Branca
17123,N,5,F,Parda
17124,N,6,F,Parda
17129,N,2,M,Branca
17134,N,7,F,Branca
17135,N,3,F,Parda
17136,N,3,F,Parda
17142,N,3,M,Branca
17144,N,11,F,Branca
17146,N,7,F,Branca
17148,N,3,F,Preta
17152,S,2,F,Parda
17153,S,3,F,Parda
17160,N,9,F,Branca
17161,N,2,F,Branca
17165,N,10,F,Branca
17173,N,8,F,Branca
17182,N,9,F,Branca
17185,N,7,M,Branca
17192,N,3,F,Branca
17195,N,4,M,Parda
17203,N,8,F,Parda
17205,S,11,F,Parda
17210,S,8,F,Branca
17230,N,8,F,Parda
17234,N,5,F,Branca
17241,S,3,F,Parda
17246,N,7,F,Branca
17247,N,5,F,Parda
17248,N,7,F,Branca
17251,S,9,F,Branca
17263,S,8,F,Branca
17268,N,7,F,Branca
17278,N,3,F,Parda
17279,N,7,F,Parda
17281,N,4,F,Branca
17298,N,7,M,Parda
17299,N,5,M,Branca
17305,N,5,M,Parda
17306,N,7,M,Parda
17307,N,3,M,Branca
17308,N,4,M,Branca
17311,N,11,M,Parda
17312,N,1,M,Branca
17313,N,3,M,Parda
17319,N,8,F,Parda
17322,N,4,F,Branca
17324,N,3,F,Branca
17334,N,7,F,Branca
17335,N,9,M,Branca
17340,N,9,F,Branca
17342,S,10,F,Branca
17343,N,9,F,Branca
17347,N,5,F,Branca
17348,N,5,F,Parda
17353,S,5,M,Branca
17354,N,9,M,Branca
17363,N,9,M,Parda
17370,N,1,F,Branca
17375,N,10,F,Branca
17379,S,8,M,Branca
17381,S,7,M,Branca
17389,N,5,F,Parda
17393,N,9,F,Branca
17401,N,9,M,Branca
17409,N,7,F,Branca
17411,N,5,F,Branca
17412,N,3,F,Parda
17413,N,2,F,Branca
17432,N,8,F,Branca
17434,S,8,F,Branca
17439,N,6,F,Branca
17440,N,6,F,Parda
17442,N,5,M,Parda
17450,N,8,F,Parda
17451,N,8,F,Parda
17454,N,7,F,Branca
17455,N,5,F,Parda
17458,N,9,F,Branca
17464,N,5,F,Parda
17465,N,5,F,Parda
17469,N,10,F,Parda
17471,N,5,F,Parda
17473,N,11,M,Parda
17476,N,3,M,Parda
17477,N,11,M,Branca
17483,N,11,M,Branca
17496,N,9,F,Branca
17502,S,10,M,Parda
17508,N,3,F,Parda
17509,N,7,M,Parda
17515,N,9,M,Branca
17516,N,9,F,Branca
17517,N,7,F,Branca
17518,N,8,F,Branca
17520,N,1,F,Parda
17524,N,9,F,Branca
17525,N,11,F,Branca
17529,N,8,F,Branca
17535,N,9,M,Branca
17537,N,5,F,Branca
17542,N,3,F,Branca
17544,N,5,M,Parda
17546,N,8,F,Branca
17550,N,7,M,Branca
17551,N,8,F,Branca
17555,N,11,F,Branca
17559,N,8,M,Parda
17560,N,10,M,Branca
17561,N,3,F,Branca
17565,N,9,M,Branca
17568,N,8,F,Parda
17571,N,10,M,Branca
17590,N,8,F,Branca
17597,N,7,F,Branca
17602,N,11,M,Branca
17611,S,5,F,Parda
17615,N,8,F,Branca
17617,N,7,F,Branca
17625,N,4,M,Branca
17640,N,8,F,Parda
17642,N,7,M,Parda
17649,N,8,M,Branca
17650,N,7,F,Branca
17652,N,10,F,Parda
17658,N,4,M,Parda
17660,N,2,F,Parda
17661,S,8,F,Branca
17662,N,9,F,Branca
17681,S,3,M,Branca
17685,N,7,M,Branca
17687,N,5,M,Branca
17700,N,5,F,Branca
17704,N,5,M,Parda
17705,N,5,F,Branca
17706,N,9,F,Branca
17712,N,4,M,Parda
17715,N,2,F,Branca
17721,N,9,M,Branca
17737,N,3,M,Branca
17740,N,11,M,Preta
17751,N,8,F,Branca
17755,N,1,F,Preta
17756,N,7,F,Branca
17760,N,5,F,Parda
17764,N,3,F,Parda
17771,N,5,F,Parda
17774,N,10,F,Branca
17780,N,5,M,Branca
17781,N,9,M,Branca
17788,N,8,M,Branca
17791,N,10,M,Branca
17797,N,11,F,Branca
17800,S,8,F,Branca
17804,N,2,F,Branca
17816,N,9,M,Parda
17817,N,9,M,Branca
17818,S,3,F,Branca
17821,N,3,F,Branca
17822,N,3,F,Branca
17823,N,5,F,Branca
17830,N,5,M,Branca
17835,N,8,M,Parda
17848,N,9,M,Branca
17862,N,9,M,Parda
17869,N,9,M,Branca
17883,N,2,F,Branca
17885,N,3,F,Parda
17886,N,5,M,Branca
17889,N,6,M,Branca
17895,S,3,F,Branca
17902,N,9,F,Branca
17905,N,2,F,Parda
17906,N,10,F,Preta
17908,N,4,M,Branca
17914,N,7,F,Branca
17916,N,5,F,Parda
17920,N,8,F,Branca
17921,N,5,M,Branca
17924,S,7,F,Branca
17930,N,5,F,Branca
17931,N,7,F,Branca
17932,N,8,F,Branca
17935,N,8,F,Branca
17937,N,7,F,Parda
17938,N,8,F,Parda
17943,N,3,M,Parda
17959,N,3,F,Branca
17961,N,9,F,Branca
17963,S,5,M,Parda
17964,N,9,F,Branca
17967,N,4,M,Parda
17972,N,9,F,Branca
17973,N,9,F,Branca
17981,N,8,F,Branca
17987,S,8,M,Branca
17988,S,3,F,Parda
17990,N,11,F,Parda
17998,N,11,M,Branca
17999,N,5,M,Branca
18002,S,7,F,Branca
18009,S,3,M,Branca
18013,N,5,F,Branca
18016,N,5,F,Branca
18018,N,7,F,Branca
18023,S,7,F,Branca
18027,N,2,M,Branca
18030,N,7,F,Parda
18037,N,6,F,Branca
18038,N,7,M,Parda
18041,N,7,F,Branca
18047,N,7,F,Parda
18049,N,7,M,Parda
18060,N,3,M,Parda
18062,S,4,M,Parda
18073,N,7,M,Branca
18079,N,5,F,Branca
18081,N,9,F,Branca
18084,N,8,M,Branca
18093,N,8,F,Branca
18099,N,2,M,Parda
18101,N,7,M,Parda
18104,N,8,M,Branca
18109,N,7,M,Branca
18115,N,8,F,Branca
18121,N,9,M,Parda
18122,N,9,M,Branca
18129,N,5,M,Branca
18130,N,4,M,Branca
18140,N,10,M,Branca
18146,S,4,M,Parda
18150,N,3,F,Parda
18153,N,3,F,Branca
18159,N,5,F,Branca
18170,N,3,F,Branca
18172,N,8,F,Parda
18174,N,6,F,Branca
18176,N,5,M,Parda
18177,S,3,F,Parda
18180,N,8,M,Parda
18183,N,7,M,Parda
18184,N,6,M,Parda
18185,N,7,M,Parda
18192,N,1,M,Parda
18206,N,7,M,Branca
18215,N,5,M,Parda
18222,N,8,F,Branca
18224,N,8,F,Parda
18226,N,11,F,Branca
18227,N,5,F,Parda
18231,S,8,F,Preta
18232,N,9,F,Branca
18239,N,7,F,Branca
18242,N,3,F,Branca
18249,N,8,F,Branca
18250,N,9,F,Branca
18267,N,11,F,Branca
18270,N,8,M,Parda
18284,N,5,F,Branca
18286,N,9,F,Branca
18288,N,8,M,Parda
18290,S,11,M,Parda
18294,N,9,M,Branca
18295,N,5,M,Parda
18301,N,5,M,Parda
18306,N,3,M,Branca
18310,N,9,M,Parda
18315,N,9,M,Branca
18323,N,9,M,Branca
18324,N,8,M,Branca
18327,N,5,M,Parda
18333,S,8,F,Parda
18342,N,9,M,Parda
18343,N,6,M,Branca
18344,N,7,F,Branca
18345,N,8,F,Branca
18347,N,8,F,Branca
18349,N,7,F,Branca
18351,N,5,F,Parda
18367,S,5,M,Preta
18368,N,3,F,Parda
18370,N,5,M,Branca
18374,N,5,F,Branca
18376,N,6,M,Parda
18392,N,9,M,Parda
18393,N,6,M,Branca
18396,N,3,M,Parda
18398,S,11,F,Preta
18404,N,10,F,Branca
18419,N,2,M,Preta
18421,N,5,F,Parda
18424,N,2,F,Parda
18426,N,5,F,Branca
18434,N,2,M,Parda
18444,N,6,M,Parda
18457,N,7,F,Branca
18458,N,3,F,Parda
18459,N,5,F,Branca
18471,S,9,F,Branca
18472,N,3,F,Preta
18473,S,3,F,Branca
18483,N,11,F,Branca
18489,N,7,F,Branca
18492,N,3,F,Branca
18493,N,5,F,Parda
18510,N,11,F,Branca
18512,N,5,F,Parda
18516,N,9,F,Branca
18518,S,9,F,Parda
18520,N,7,M,Branca
18523,N,10,M,Parda
18529,N,8,M,Parda
18537,N,1,M,Parda
18539,N,3,F,Branca
18542,N,3,M,Parda
18545,N,9,M,Branca
18561,N,8,F,Branca
18563,N,5,F,Branca
18574,N,6,M,Branca
18578,N,8,F,Parda
18585,N,10,M,Branca
18594,N,7,F,Branca
18601,S,5,F,Parda
18607,N,8,M,Branca
18613,S,8,M,Parda
18617,N,8,M,Parda
18625,N,11,M,Parda
18626,N,7,M,Parda
18628,N,6,M,Branca
18635,N,6,M,Parda
18638,N,9,F,Branca
18640,S,8,F,Branca
18688,N,10,F,Branca
